BkNo	Year	Day	hh	mm	ss	mss	ns	Range (km)	RangCalib(km)	Tv	Dv	TSn	RSn	DTp	STp	SId	BkCt	SRt	InTim
29	2016	240	17	12	27	751	0	1042.984557	0	0	0	f8	f0	8	4	1	001d	1	1
29	2016	240	17	12	28	751	0	1038.977531	0	0	0	f8	f0	8	4	1	001d	1	1
29	2016	240	17	12	29	751	0	1035.003033	0	0	0	f8	f0	8	4	1	001d	1	1
30	2016	240	17	12	30	751	0	1031.062111	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	31	751	0	1027.155066	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	32	751	0	1023.282197	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	33	751	0	1019.443354	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	34	751	0	1015.639588	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	35	751	0	1011.871346	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	36	751	0	1008.13893	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	37	751	0	1004.442339	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	38	751	0	1000.782173	0	0	0	f8	f0	8	4	1	001e	1	1
30	2016	240	17	12	39	751	0	997.1585819	0	0	0	f8	f0	8	4	1	001e	1	1
31	2016	240	17	12	40	751	0	993.5727643	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	41	751	0	990.0250203	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	42	751	0	986.5150502	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	43	751	0	983.0434536	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	44	751	0	979.6111297	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	45	751	0	976.2185284	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	46	751	0	972.8657994	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	47	751	0	969.5532426	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	48	751	0	966.2816076	0	0	0	f8	f0	8	4	1	001f	1	1
31	2016	240	17	12	49	751	0	963.0511939	0	0	0	f8	f0	8	4	1	001f	1	1
32	2016	240	17	12	50	751	0	959.861702	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	51	751	0	956.7137313	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	52	751	0	953.6086309	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	53	751	0	950.5462509	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	54	751	0	947.5267413	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	55	751	0	944.5508514	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	56	751	0	941.619181	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	57	751	0	938.7320297	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	58	751	0	935.8892477	0	0	0	f8	f0	8	4	1	20	1	1
32	2016	240	17	12	59	751	0	933.0917344	0	0	0	f8	f0	8	4	1	20	1	1
33	2016	240	17	13	0	751	0	930.3399395	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	1	751	0	927.6337129	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	2	751	0	924.974254	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	3	751	0	922.361263	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	4	751	0	919.7959389	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	5	751	0	917.2785816	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	6	751	0	914.8093411	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	7	751	0	912.3877675	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	8	751	0	910.0153599	0	0	0	f8	f0	8	4	1	21	1	1
33	2016	240	17	13	9	751	0	907.6925679	0	0	0	f8	f0	8	4	1	21	1	1
34	2016	240	17	13	10	751	0	905.4190918	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	11	751	0	903.1961307	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	12	751	0	901.0235348	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	13	751	0	898.9011541	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	14	751	0	896.8301878	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	15	751	0	894.8103361	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	16	751	0	892.8426483	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	17	751	0	890.9268246	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	18	751	0	889.0634646	0	0	0	f8	f0	8	4	1	22	1	1
34	2016	240	17	13	19	751	0	887.2530179	0	0	0	f8	f0	8	4	1	22	1	1
35	2016	240	17	13	20	751	0	885.4960842	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	21	751	0	883.7920639	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	22	751	0	882.1420062	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	23	751	0	880.5459111	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	24	751	0	879.0043783	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	25	751	0	877.5177075	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	26	751	0	876.0858987	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	27	751	0	874.7095516	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	28	751	0	873.3883662	0	0	0	f8	f0	8	4	1	23	1	1
35	2016	240	17	13	29	751	0	872.1227923	0	0	0	f8	f0	8	4	1	23	1	1
36	2016	240	17	13	30	751	0	870.9134296	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	31	751	0	869.7599781	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	32	751	0	868.6633373	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	33	751	0	867.6232073	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	34	751	0	866.640038	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	35	751	0	865.7135294	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	36	751	0	864.8439814	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	37	751	0	864.0322933	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	38	751	0	863.2784651	0	0	0	f8	f0	8	4	1	24	1	1
36	2016	240	17	13	39	751	0	862.5823471	0	0	0	f8	f0	8	4	1	24	1	1
37	2016	240	17	13	40	751	0	861.9440889	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	41	751	0	861.3633909	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	42	751	0	860.8408527	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	43	751	0	860.376624	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	44	751	0	859.9704053	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	45	751	0	859.6230957	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	46	751	0	859.3327467	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	47	751	0	859.1019065	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	48	751	0	858.9304252	0	0	0	f8	f0	8	4	1	25	1	1
37	2016	240	17	13	49	751	0	858.8172536	0	0	0	f8	f0	8	4	1	25	1	1
38	2016	240	17	13	50	751	0	858.7625415	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	51	751	0	858.7670383	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	52	751	0	858.8298449	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	53	751	0	858.9512608	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	54	751	0	859.1312862	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	55	751	0	859.369921	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	56	751	0	859.6668654	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	57	751	0	860.0224193	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	58	751	0	860.4361328	0	0	0	f8	f0	8	4	1	26	1	1
38	2016	240	17	13	59	751	0	860.9090555	0	0	0	f8	f0	8	4	1	26	1	1
39	2016	240	17	14	0	751	0	861.4395382	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	1	751	0	862.0287803	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	2	751	0	862.6769316	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	3	751	0	863.3820434	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	4	751	0	864.1444157	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	5	751	0	864.9644979	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	6	751	0	865.84259	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	7	751	0	866.7770431	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	8	751	0	867.7684568	0	0	0	f8	f0	8	4	1	27	1	1
39	2016	240	17	14	9	751	0	868.8171308	0	0	0	f8	f0	8	4	1	27	1	1
40	2016	240	17	14	10	751	0	869.9223157	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	11	751	0	871.0844612	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	12	751	0	872.302368	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	13	751	0	873.5760363	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	14	751	0	874.905316	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	15	751	0	876.2900574	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	16	751	0	877.7305602	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	17	751	0	879.2253254	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	18	751	0	880.7749526	0	0	0	f8	f0	8	4	1	28	1	1
40	2016	240	17	14	19	751	0	882.3786923	0	0	0	f8	f0	8	4	1	28	1	1
41	2016	240	17	14	20	751	0	884.0362448	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	21	751	0	885.7476101	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	22	751	0	887.5126382	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	23	751	0	889.3307295	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	24	751	0	891.2014345	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	25	751	0	893.124753	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	26	751	0	895.1005352	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	27	751	0	897.1278817	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	28	751	0	899.2061929	0	0	0	f8	f0	8	4	1	29	1	1
41	2016	240	17	14	29	751	0	901.3360684	0	0	0	f8	f0	8	4	1	29	1	1
42	2016	240	17	14	30	751	0	903.5166089	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	31	751	0	905.7478142	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	32	751	0	908.0284853	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	33	751	0	910.3581725	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	34	751	0	912.7371756	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	35	751	0	915.1656444	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	36	751	0	917.6426796	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	37	751	0	920.1673818	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	38	751	0	922.739751	0	0	0	f8	f0	8	4	1	002a	1	1
42	2016	240	17	14	39	751	0	925.3593375	0	0	0	f8	f0	8	4	1	002a	1	1
43	2016	240	17	14	40	751	0	928.0259914	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	41	751	0	930.7385135	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	42	751	0	933.4972037	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	43	751	0	936.3011626	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	44	751	0	939.1511396	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	45	751	0	942.0451861	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	46	751	0	944.9846511	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	47	751	0	947.9668366	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	48	751	0	950.9929417	0	0	0	f8	f0	8	4	1	002b	1	1
43	2016	240	17	14	49	751	0	954.0623668	0	0	0	f8	f0	8	4	1	002b	1	1
44	2016	240	17	14	50	751	0	957.1740626	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	51	751	0	960.3278792	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	52	751	0	963.5235169	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	53	751	0	966.7608258	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	54	751	0	970.0392062	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	55	751	0	973.3576089	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	56	751	0	976.7163337	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	57	751	0	980.1161301	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	58	751	0	983.555649	0	0	0	f8	f0	8	4	1	002c	1	1
44	2016	240	17	14	59	751	0	987.0332415	0	0	0	f8	f0	8	4	1	002c	1	1
45	2016	240	17	15	0	751	0	990.5499569	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	1	751	0	994.1048959	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	2	751	0	997.6988079	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	3	751	0	1001.329444	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	4	751	0	1004.996056	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	5	751	0	1008.698943	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	6	751	0	1012.438104	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	7	751	0	1016.21354	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	8	751	0	1020.024052	0	0	0	f8	f0	8	4	1	002d	1	1
45	2016	240	17	15	9	751	0	1023.869041	0	0	0	f8	f0	8	4	1	002d	1	1
46	2016	240	17	15	10	751	0	1027.747755	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	11	751	0	1031.661096	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	12	751	0	1035.608613	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	13	751	0	1039.589108	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	14	751	0	1043.602729	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	15	751	0	1047.649478	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	16	751	0	1051.727405	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	17	751	0	1055.837259	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	18	751	0	1059.978293	0	0	0	f8	f0	8	4	1	002e	1	1
46	2016	240	17	15	19	751	0	1064.151104	0	0	0	f8	f0	8	4	1	002e	1	1
47	2016	240	17	15	20	751	0	1068.353744	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	21	751	0	1072.587414	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	22	751	0	1076.850612	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	23	751	0	1081.14334	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	24	751	0	1085.464849	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	25	751	0	1089.815137	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	26	751	0	1094.194505	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	27	751	0	1098.601904	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	28	751	0	1103.037184	0	0	0	f8	f0	8	4	1	002f	1	1
47	2016	240	17	15	29	751	0	1107.499444	0	0	0	f8	f0	8	4	1	002f	1	1
48	2016	240	17	15	30	751	0	1111.989286	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	31	751	0	1116.50581	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	32	751	0	1121.048715	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	33	751	0	1125.618301	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	34	751	0	1130.21367	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	35	751	0	1134.834671	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	36	751	0	1139.480405	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	37	751	0	1144.150871	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	38	751	0	1148.846221	0	0	0	f8	f0	8	4	1	30	1	1
48	2016	240	17	15	39	751	0	1153.566153	0	0	0	f8	f0	8	4	1	30	1	1
49	2016	240	17	15	40	751	0	1158.309769	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	41	751	0	1163.077219	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	42	751	0	1167.867453	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	43	751	0	1172.68107	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	44	751	0	1177.517172	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	45	751	0	1182.376358	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	46	751	0	1187.258179	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	47	751	0	1192.161284	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	48	751	0	1197.086125	0	0	0	f8	f0	8	4	1	31	1	1
49	2016	240	17	15	49	751	0	1202.032101	0	0	0	f8	f0	8	4	1	31	1	1
50	2016	240	17	15	50	751	0	1206.999212	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	51	751	0	1211.987159	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	52	751	0	1216.996092	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	53	751	0	1222.02526	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	54	751	0	1227.074814	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	55	751	0	1232.144155	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	56	751	0	1237.233581	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	57	751	0	1242.343244	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	58	751	0	1247.471194	0	0	0	f8	f0	8	4	1	32	1	1
50	2016	240	17	15	59	751	0	1252.617881	0	0	0	f8	f0	8	4	1	32	1	1
51	2016	240	17	16	0	751	0	1257.783155	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	1	751	0	1262.968815	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	2	751	0	1268.172163	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	3	751	0	1273.392299	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	4	751	0	1278.630123	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	5	751	0	1283.884735	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	6	751	0	1289.157335	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	7	751	0	1294.446724	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	8	751	0	1299.7535	0	0	0	f8	f0	8	4	1	33	1	1
51	2016	240	17	16	9	751	0	1305.076765	0	0	0	f8	f0	8	4	1	33	1	1
52	2016	240	17	16	10	751	0	1310.416518	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	11	751	0	1315.77216	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	12	751	0	1321.144141	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	13	751	0	1326.531712	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	14	751	0	1331.934721	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	15	751	0	1337.35332	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	16	751	0	1342.787808	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	17	751	0	1348.237585	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	18	751	0	1353.700703	0	0	0	f8	f0	8	4	1	34	1	1
52	2016	240	17	16	19	751	0	1359.17926	0	0	0	f8	f0	8	4	1	34	1	1
53	2016	240	17	16	20	751	0	1364.672207	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	21	751	0	1370.178645	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	22	751	0	1375.699623	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	23	751	0	1381.234841	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	24	751	0	1386.7837	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	25	751	0	1392.346649	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	26	751	0	1397.92144	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	27	751	0	1403.51032	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	28	751	0	1409.112242	0	0	0	f8	f0	8	4	1	35	1	1
53	2016	240	17	16	29	751	0	1414.727955	0	0	0	f8	f0	8	4	1	35	1	1
54	2016	240	17	16	30	751	0	1420.355809	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	31	751	0	1425.996404	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	32	751	0	1431.64944	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	33	751	0	1437.314918	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	34	751	0	1442.992238	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	35	751	0	1448.682448	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	36	751	0	1454.383901	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	37	751	0	1460.096746	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	38	751	0	1465.821433	0	0	0	f8	f0	8	4	1	36	1	1
54	2016	240	17	16	39	751	0	1471.557962	0	0	0	f8	f0	8	4	1	36	1	1
55	2016	240	17	16	40	751	0	1477.305133	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	41	751	0	1483.063847	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	42	751	0	1488.833353	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	43	751	0	1494.613801	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	44	751	0	1500.405191	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	45	751	0	1506.207974	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	46	751	0	1512.02095	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	47	751	0	1517.84277	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	48	751	0	1523.675682	0	0	0	f8	f0	8	4	1	37	1	1
55	2016	240	17	16	49	751	0	1529.519836	0	0	0	f8	f0	8	4	1	37	1	1
56	2016	240	17	16	50	751	0	1535.373134	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	51	751	0	1541.236475	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	52	751	0	1547.109259	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	53	751	0	1552.991187	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	54	751	0	1558.884207	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	55	751	0	1564.785772	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	56	751	0	1570.69558	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	57	751	0	1576.616482	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	58	751	0	1582.545477	0	0	0	f8	f0	8	4	1	38	1	1
56	2016	240	17	16	59	751	0	1588.482417	0	0	0	f8	f0	8	4	1	38	1	1
57	2016	240	17	17	0	751	0	1594.4288	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	1	751	0	1600.385227	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	2	751	0	1606.349298	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	3	751	0	1612.322513	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	4	751	0	1618.303972	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	5	751	0	1624.293375	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	6	751	0	1630.291473	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	7	751	0	1636.299614	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	8	751	0	1642.31375	0	0	0	f8	f0	8	4	1	39	1	1
57	2016	240	17	17	9	751	0	1648.335981	0	0	0	f8	f0	8	4	1	39	1	1
58	2016	240	17	17	10	751	0	1654.367356	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	11	751	0	1660.405476	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	12	751	0	1666.45094	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	13	751	0	1672.505099	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	14	751	0	1678.565254	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	15	751	0	1684.634552	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	16	751	0	1690.710596	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	17	751	0	1696.793385	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	18	751	0	1702.884718	0	0	0	f8	f0	8	4	1	003a	1	1
58	2016	240	17	17	19	751	0	1708.982496	0	0	0	f8	f0	8	4	1	003a	1	1
59	2016	240	17	17	20	751	0	1715.086271	0	0	0	f8	f0	8	4	1	003b	1	1
