Year,Day,hh,mm,ss,mss,ns,Range (km)
2016,240,17,18,13,751,0,2046.832108
2016,240,17,18,14,751,0,2053.21663808
2016,240,17,18,15,751,0,2059.60521536
2016,240,17,18,16,751,0,2065.99709036
2016,240,17,18,17,751,0,2072.39376204
2016,240,17,18,18,751,0,2078.79373143
2016,240,17,18,19,751,0,2085.19684864
2016,240,17,18,20,751,0,2091.60356337
2016,240,17,18,21,751,0,2098.01372571
2016,240,17,18,22,751,0,2104.42733566
2016,240,17,18,23,751,0,2110.8451427
2016,240,17,18,24,751,0,2117.26534808
2016,240,17,18,25,751,0,2123.68960067
2016,240,17,18,26,751,0,2130.11730086
2016,240,17,18,27,751,0,2136.54679981
2016,240,17,18,28,751,0,2142.97974638
2016,240,17,18,29,751,0,2149.41778941
2016,240,17,18,30,751,0,2155.85883037
2016,240,17,18,31,751,0,2162.30256946
2016,240,17,18,32,751,0,2168.74825721
2016,240,17,18,33,751,0,2175.19709277
2016,240,17,18,34,751,0,2181.64952585
2016,240,17,18,35,751,0,2188.10495684
2016,240,17,18,36,751,0,2194.56428514
2016,240,17,18,37,751,0,2201.02556209
2016,240,17,18,38,751,0,2207.48953718
2016,240,17,18,39,751,0,2213.95651019
2016,240,17,18,40,751,0,2220.42618133
2016,240,17,18,41,751,0,2226.89930008
2016,240,17,18,42,751,0,2233.37466728
2016,240,17,18,43,751,0,2239.85318229
2016,240,17,18,44,751,0,2246.33364596
2016,240,17,18,45,751,0,2252.81815683
2016,240,17,18,46,751,0,2259.30386686
2016,240,17,18,47,751,0,2265.79287462
2016,240,17,18,48,751,0,2272.28443061
2016,240,17,18,49,751,0,2278.77793525
2016,240,17,18,50,751,0,2285.27428792
2016,240,17,18,51,751,0,2291.77363851
2016,240,17,18,52,751,0,2298.27553734
2016,240,17,18,53,751,0,2304.77953471
2016,240,17,18,54,751,0,2311.28667991
2016,240,17,18,55,751,0,2317.79517417
2016,240,17,18,56,751,0,2324.30576698
2016,240,17,18,57,751,0,2330.81875813
2016,240,17,18,58,751,0,2337.33534679
2016,240,17,18,59,751,0,2343.85313462
2016,240,17,19,0,751,0,2350.37362059
2016,240,17,19,1,751,0,2356.89575541
2016,240,17,19,2,751,0,2363.42028857
2016,240,17,19,3,751,0,2369.94751986
2016,240,17,19,4,751,0,2376.4768497
2016,240,17,19,5,751,0,2383.00857787
2016,240,17,19,6,751,0,2389.54075574
2016,240,17,19,7,751,0,2396.07623133
2016,240,17,19,8,751,0,2402.61380546
2016,240,17,19,9,751,0,2409.15377793
2016,240,17,19,10,751,0,2415.69524936
2016,240,17,19,11,751,0,2422.23911914
2016,240,17,19,12,751,0,2428.7834386
2016,240,17,19,13,751,0,2435.33090588
2016,240,17,19,14,751,0,2441.8809214
2016,240,17,19,15,751,0,2448.43273567
2016,240,17,19,16,751,0,2454.98529943
2016,240,17,19,17,751,0,2461.53981183
2016,240,17,19,18,751,0,2468.0959731
2016,240,17,19,19,751,0,2474.65393312
2016,240,17,19,20,751,0,2481.21429147
2016,240,17,19,21,751,0,2487.775849
2016,240,17,19,22,751,0,2494.34055435
2016,240,17,19,23,751,0,2500.90630897
2016,240,17,19,24,751,0,2507.47431204
2016,240,17,19,25,751,0,2514.04306459
2016,240,17,19,26,751,0,2520.61346599
2016,240,17,19,27,751,0,2527.18506657
2016,240,17,19,28,751,0,2533.75741663
2016,240,17,19,29,751,0,2540.3330644
2016,240,17,19,30,751,0,2546.91081072
2016,240,17,19,31,751,0,2553.48975621
2016,240,17,19,32,751,0,2560.07035056
2016,240,17,19,33,751,0,2566.65244387
2016,240,17,19,34,751,0,2573.23423739
2016,240,17,19,35,751,0,2579.81962842
2016,240,17,19,36,751,0,2586.40441986
2016,240,17,19,37,751,0,2592.99220923
2016,240,17,19,38,751,0,2599.58194725
2016,240,17,19,39,751,0,2606.17153537
2016,240,17,19,40,751,0,2612.76232267
2016,240,17,19,41,751,0,2619.35715716
2016,240,17,19,42,751,0,2625.95124217
2016,240,17,19,43,751,0,2632.54652635
2016,240,17,19,44,751,0,2639.14405897
2016,240,17,19,45,751,0,2645.74324045
2016,240,17,19,46,751,0,2652.34227204
2016,240,17,19,47,751,0,2658.94295248
2016,240,17,19,48,751,0,2665.54378282
2016,240,17,19,49,751,0,2672.14836057
2016,240,17,19,50,751,0,2678.7535379
2016,240,17,19,51,751,0,2685.35931481
2016,240,17,19,52,751,0,2691.96569132
2016,240,17,19,53,751,0,2698.57521564
2016,240,17,19,54,751,0,2705.18473996
2016,240,17,19,55,751,0,2711.79546345
2016,240,17,19,56,751,0,2718.40663663
2016,240,17,19,57,751,0,2725.01885908
2016,240,17,19,58,751,0,2731.63303019
2016,240,17,19,59,751,0,2738.24765098
2016,240,17,20,0,751,0,2744.86347094
2016,240,17,20,1,751,0,2751.48049008
2016,240,17,20,2,751,0,2758.09885828
2016,240,17,20,3,751,0,2764.71932502
2016,240,17,20,4,751,0,2771.33904229
2016,240,17,20,5,751,0,2777.96115789
2016,240,17,20,6,751,0,2784.5832735
2016,240,17,20,7,751,0,2791.20523921
2016,240,17,20,8,751,0,2797.82735481
2016,240,17,20,9,751,0,2804.45186876
2016,240,17,20,10,751,0,2811.07893094
2016,240,17,20,11,751,0,2817.7067426
2016,240,17,20,12,751,0,2824.33425447
2016,240,17,20,13,751,0,2830.96251582
2016,240,17,20,14,751,0,2837.59152665
2016,240,17,20,15,751,0,2844.22248613
2016,240,17,20,16,751,0,2850.85494457
2016,240,17,20,17,751,0,2857.48755292
2016,240,17,20,18,751,0,2864.11926188
2016,240,17,20,19,751,0,2870.75306939
2016,240,17,20,20,751,0,2877.38717669
2016,240,17,20,21,751,0,2884.02083431
2016,240,17,20,22,751,0,2890.65704016
2016,240,17,20,23,751,0,2897.29324601
2016,240,17,20,24,751,0,2903.9315504
2016,240,17,20,25,751,0,2910.56910532
2016,240,17,20,26,751,0,2917.20935837
2016,240,17,20,27,751,0,2923.84811246
2016,240,17,20,28,751,0,2930.4883655
2016,240,17,20,29,751,0,2937.12846866
2016,240,17,20,30,751,0,2943.77082025
2016,240,17,20,31,751,0,2950.41302195
2016,240,17,20,32,751,0,2957.05672261
2016,240,17,20,33,751,0,2963.6995239
2016,240,17,20,34,751,0,2970.34337446
2016,240,17,20,35,751,0,2976.98752481
2016,240,17,20,36,751,0,2983.63287433
2016,240,17,20,37,751,0,2990.27867354
2016,240,17,20,38,751,0,2996.92492243
2016,240,17,20,39,751,0,3003.57117133
2016,240,17,20,40,751,0,3010.21951878
2016,240,17,20,41,751,0,3016.87116394
2016,240,17,20,42,751,0,3023.51801242
2016,240,17,20,43,751,0,3030.16665966
2016,240,17,20,44,751,0,3036.81755534
2016,240,17,20,45,751,0,3043.46650237
2016,240,17,20,46,751,0,3050.12024608
2016,240,17,20,47,751,0,3056.7694929
2016,240,17,20,48,751,0,3063.42038858
2016,240,17,20,49,751,0,3070.07143416
2016,240,17,20,50,751,0,3076.72592735
2016,240,17,20,51,751,0,3083.37847189
2016,240,17,20,52,751,0,3090.03266528
2016,240,17,20,53,751,0,3096.68580941
2016,240,17,20,54,751,0,3103.34045249
2016,240,17,20,55,751,0,3109.99254735
2016,240,17,20,56,751,0,3116.64779002
2016,240,17,20,57,751,0,3123.30707989
2016,240,17,20,58,751,0,3129.96532048
2016,240,17,20,59,751,0,3136.62206212
2016,240,17,21,0,751,0,3143.27445676
2016,240,17,21,1,751,0,3149.93179798
2016,240,17,21,2,751,0,3156.59273671
2016,240,17,21,3,751,0,3163.24947834
2016,240,17,21,4,751,0,3169.90621997
2016,240,17,21,5,751,0,3176.56461046
2016,240,17,21,6,751,0,3183.22255127
2016,240,17,21,7,751,0,3189.87989249
2016,240,17,21,8,751,0,3196.54098111
2016,240,17,21,9,751,0,3203.20147015
2016,240,17,21,10,751,0,3209.85956085
2016,240,17,21,11,751,0,3216.52229833
2016,240,17,21,12,751,0,3223.1857853
2016,240,17,21,13,751,0,3229.84267683
2016,240,17,21,14,751,0,3236.50211659
2016,240,17,21,15,751,0,3243.16305532
2016,240,17,21,16,751,0,3249.82519322
2016,240,17,21,17,751,0,3256.48298413
2016,240,17,21,18,751,0,3263.14811995
2016,240,17,21,19,751,0,3269.80681023
