BkNo	Year	Day	hh	mm	ss	mss	ns	RangeRate(km/s)		Tv	Dv	TSn	RSn	DTp	STp	SId	BkCt	SRt	InTim
88	2016	240	17	19	47	700	0	6.60173872	0	0	0	f8	f0	8	4	3	58	1	1
88	2016	240	17	19	48	700	0	6.60297172	0	0	0	f8	f0	8	4	3	58	1	1
88	2016	240	17	19	49	700	0	6.60420585	0	0	0	f8	f0	8	4	3	58	1	1
89	2016	240	17	19	50	700	0	6.60540821	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	51	700	0	6.60662409	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	52	700	0	6.60780246	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	53	700	0	6.60895224	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	54	700	0	6.61011869	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	55	700	0	6.61125542	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	56	700	0	6.61236983	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	57	700	0	6.61347538	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	58	700	0	6.61455694	0	0	0	f8	f0	8	4	3	59	1	1
89	2016	240	17	19	59	700	0	6.61562712	0	0	0	f8	f0	8	4	3	59	1	1
90	2016	240	17	20	0	700	0	6.61669203	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	1	700	0	6.61773668	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	2	700	0	6.61876622	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	3	700	0	6.61978842	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	4	700	0	6.62080916	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	5	700	0	6.62173982	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	6	700	0	6.62271726	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	7	700	0	6.62371661	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	8	700	0	6.62464001	0	0	0	f8	f0	8	4	3	005a	1	1
90	2016	240	17	20	9	700	0	6.62556801	0	0	0	f8	f0	8	4	3	005a	1	1
91	2016	240	17	20	10	700	0	6.62647056	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	11	700	0	6.62740069	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	12	700	0	6.6282496	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	13	700	0	6.62914489	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	14	700	0	6.63001206	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	15	700	0	6.63086251	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	16	700	0	6.63172395	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	17	700	0	6.63250471	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	18	700	0	6.63330733	0	0	0	f8	f0	8	4	3	005b	1	1
91	2016	240	17	20	19	700	0	6.63410781	0	0	0	f8	f0	8	4	3	005b	1	1
92	2016	240	17	20	20	700	0	6.63489063	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	21	700	0	6.63569118	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	22	700	0	6.63645422	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	23	700	0	6.63717669	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	24	700	0	6.63788296	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	25	700	0	6.63861529	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	26	700	0	6.63932476	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	27	700	0	6.64003057	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	28	700	0	6.6407056	0	0	0	f8	f0	8	4	3	005c	1	1
92	2016	240	17	20	29	700	0	6.64140774	0	0	0	f8	f0	8	4	3	005c	1	1
93	2016	240	17	20	30	700	0	6.64206045	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	31	700	0	6.64277306	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	32	700	0	6.64335128	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	33	700	0	6.64400972	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	34	700	0	6.64464998	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	35	700	0	6.64524386	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	36	700	0	6.64580489	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	37	700	0	6.64639618	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	38	700	0	6.64699166	0	0	0	f8	f0	8	4	3	005d	1	1
93	2016	240	17	20	39	700	0	6.64756162	0	0	0	f8	f0	8	4	3	005d	1	1
94	2016	240	17	20	40	700	0	6.64810241	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	41	700	0	6.64866038	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	42	700	0	6.64920842	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	43	700	0	6.64973521	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	44	700	0	6.6502151	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	45	700	0	6.65071112	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	46	700	0	6.65120613	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	47	700	0	6.6517068	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	48	700	0	6.65216384	0	0	0	f8	f0	8	4	3	005e	1	1
94	2016	240	17	20	49	700	0	6.65258543	0	0	0	f8	f0	8	4	3	005e	1	1
95	2016	240	17	20	50	700	0	6.65308664	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	51	700	0	6.6535197	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	52	700	0	6.65393716	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	53	700	0	6.65438167	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	54	700	0	6.65476163	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	55	700	0	6.65519674	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	56	700	0	6.65557983	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	57	700	0	6.65596085	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	58	700	0	6.65631788	0	0	0	f8	f0	8	4	3	005f	1	1
95	2016	240	17	20	59	700	0	6.65671036	0	0	0	f8	f0	8	4	3	005f	1	1
96	2016	240	17	21	0	700	0	6.65708978	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	1	700	0	6.65740525	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	2	700	0	6.65768993	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	3	700	0	6.65809693	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	4	700	0	6.65839987	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	5	700	0	6.65877149	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	6	700	0	6.65903332	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	7	700	0	6.65934352	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	8	700	0	6.65962514	0	0	0	f8	f0	8	4	3	60	1	1
96	2016	240	17	21	9	700	0	6.65988224	0	0	0	f8	f0	8	4	3	60	1	1
97	2016	240	17	21	10	700	0	6.66004567	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	11	700	0	6.66041576	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	12	700	0	6.6607161	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	13	700	0	6.6609696	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	14	700	0	6.66120592	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	15	700	0	6.66142138	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	16	700	0	6.66166182	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	17	700	0	6.66193145	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	18	700	0	6.66214537	0	0	0	f8	f0	8	4	3	61	1	1
97	2016	240	17	21	19	700	0	6.66243685	0	0	0	f8	f0	8	4	3	61	1	1
98	2016	240	17	21	20	700	0	6.66256071	0	0	0	f8	f0	8	4	3	62	1	1
98	2016	240	17	21	21	700	0	6.72699971	0	0	0	f8	f0	8	4	3	62	1	1
98	2016	240	17	21	22	700	0	6.76213064	0	0	0	f8	f0	8	4	3	62	1	1
99	2016	240	17	21	27	0	0	2.97264131	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	28	0	0	2.97267935	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	29	0	0	2.9729026	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	30	0	0	2.9729128	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	31	0	0	2.97294657	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	32	0	0	2.97302492	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	33	0	0	2.97311106	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	34	0	0	2.97312512	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	35	0	0	2.97324591	0	0	0	f8	f0	8	4	3	63	1	1
99	2016	240	17	21	36	0	0	2.97321046	0	0	0	f8	f0	8	4	3	63	1	1
