BkNo	Year	Day	hh	mm	ss	mss	ns	RangeRate(km/s)		Tv	Dv	TSn	RSn	DTp	STp	SId	BkCt	SRt	InTim
30	2016	240	17	10	4	700	0	-6.20893496	0	0	0	f8	f0	8	4	3	001e	1	1
30	2016	240	17	10	5	700	0	-6.20323135	0	0	0	f8	f0	8	4	3	001e	1	1
30	2016	240	17	10	6	700	0	-6.19746478	0	0	0	f8	f0	8	4	3	001e	1	1
30	2016	240	17	10	7	700	0	-6.19162839	0	0	0	f8	f0	8	4	3	001e	1	1
30	2016	240	17	10	8	700	0	-6.18570933	0	0	0	f8	f0	8	4	3	001e	1	1
30	2016	240	17	10	9	700	0	-6.17973192	0	0	0	f8	f0	8	4	3	001e	1	1
31	2016	240	17	10	10	700	0	-6.17368375	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	11	700	0	-6.16754399	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	12	700	0	-6.16137092	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	13	700	0	-6.15512184	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	14	700	0	-6.14877336	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	15	700	0	-6.14237652	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	16	700	0	-6.13589587	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	17	700	0	-6.12932568	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	18	700	0	-6.12269248	0	0	0	f8	f0	8	4	3	001f	1	1
31	2016	240	17	10	19	700	0	-6.11597088	0	0	0	f8	f0	8	4	3	001f	1	1
32	2016	240	17	10	20	700	0	-6.10918678	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	21	700	0	-6.10233141	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	22	700	0	-6.09537397	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	23	700	0	-6.08832394	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	24	700	0	-6.08120782	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	25	700	0	-6.07399225	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	26	700	0	-6.06672257	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	27	700	0	-6.05935977	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	28	700	0	-6.05188398	0	0	0	f8	f0	8	4	3	20	1	1
32	2016	240	17	10	29	700	0	-6.04432598	0	0	0	f8	f0	8	4	3	20	1	1
33	2016	240	17	10	30	700	0	-6.03669977	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	31	700	0	-6.02898149	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	32	700	0	-6.02115389	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	33	700	0	-6.0132165	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	34	700	0	-6.00521663	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	35	700	0	-5.99712302	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	36	700	0	-5.9889181	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	37	700	0	-5.98061118	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	38	700	0	-5.97222719	0	0	0	f8	f0	8	4	3	21	1	1
33	2016	240	17	10	39	700	0	-5.96373294	0	0	0	f8	f0	8	4	3	21	1	1
34	2016	240	17	10	40	700	0	-5.95511738	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	41	700	0	-5.94642421	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	42	700	0	-5.9376052	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	43	700	0	-5.92868459	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	44	700	0	-5.91966413	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	45	700	0	-5.91052235	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	46	700	0	-5.90128225	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	47	700	0	-5.89193755	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	48	700	0	-5.88245023	0	0	0	f8	f0	8	4	3	22	1	1
34	2016	240	17	10	49	700	0	-5.87287283	0	0	0	f8	f0	8	4	3	22	1	1
35	2016	240	17	10	50	700	0	-5.86316533	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	51	700	0	-5.85334751	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	52	700	0	-5.84341624	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	53	700	0	-5.83334081	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	54	700	0	-5.82317531	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	55	700	0	-5.81286831	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	56	700	0	-5.80243474	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	57	700	0	-5.79185814	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	58	700	0	-5.78116962	0	0	0	f8	f0	8	4	3	23	1	1
35	2016	240	17	10	59	700	0	-5.77034833	0	0	0	f8	f0	8	4	3	23	1	1
36	2016	240	17	11	0	700	0	-5.75940685	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	1	700	0	-5.74828685	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	2	700	0	-5.73706118	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	3	700	0	-5.72568822	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	4	700	0	-5.71418256	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	5	700	0	-5.70253014	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	6	700	0	-5.69071743	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	7	700	0	-5.67878555	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	8	700	0	-5.66671156	0	0	0	f8	f0	8	4	3	24	1	1
36	2016	240	17	11	9	700	0	-5.65445851	0	0	0	f8	f0	8	4	3	24	1	1
37	2016	240	17	11	10	700	0	-5.64207168	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	11	700	0	-5.62950432	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	12	700	0	-5.61680159	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	13	700	0	-5.60394591	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	14	700	0	-5.59091582	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	15	700	0	-5.57771764	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	16	700	0	-5.56436745	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	17	700	0	-5.55084818	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	18	700	0	-5.53716129	0	0	0	f8	f0	8	4	3	25	1	1
37	2016	240	17	11	19	700	0	-5.52328235	0	0	0	f8	f0	8	4	3	25	1	1
38	2016	240	17	11	20	700	0	-5.50925557	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	21	700	0	-5.49504353	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	22	700	0	-5.4806337	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	23	700	0	-5.4660558	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	24	700	0	-5.45131707	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	25	700	0	-5.43637069	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	26	700	0	-5.42122026	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	27	700	0	-5.40590589	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	28	700	0	-5.39037973	0	0	0	f8	f0	8	4	3	26	1	1
38	2016	240	17	11	29	700	0	-5.37466924	0	0	0	f8	f0	8	4	3	26	1	1
39	2016	240	17	11	30	700	0	-5.35874023	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	31	700	0	-5.3426223	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	32	700	0	-5.32630445	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	33	700	0	-5.30975556	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	34	700	0	-5.29301254	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	35	700	0	-5.27605927	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	36	700	0	-5.25889309	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	37	700	0	-5.24150161	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	38	700	0	-5.22389095	0	0	0	f8	f0	8	4	3	27	1	1
39	2016	240	17	11	39	700	0	-5.20605758	0	0	0	f8	f0	8	4	3	27	1	1
40	2016	240	17	11	40	700	0	-5.18798319	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	41	700	0	-5.16970381	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	42	700	0	-5.15116568	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	43	700	0	-5.13241211	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	44	700	0	-5.11341758	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	45	700	0	-5.09415763	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	46	700	0	-5.07467698	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	47	700	0	-5.05492985	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	48	700	0	-5.03494543	0	0	0	f8	f0	8	4	3	28	1	1
40	2016	240	17	11	49	700	0	-5.01470545	0	0	0	f8	f0	8	4	3	28	1	1
41	2016	240	17	11	50	700	0	-4.99421092	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	51	700	0	-4.97345465	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	52	700	0	-4.95242144	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	53	700	0	-4.93112855	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	54	700	0	-4.90956086	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	55	700	0	-4.88772615	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	56	700	0	-4.86562084	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	57	700	0	-4.84321361	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	58	700	0	-4.82053371	0	0	0	f8	f0	8	4	3	29	1	1
41	2016	240	17	11	59	700	0	-4.79757694	0	0	0	f8	f0	8	4	3	29	1	1
42	2016	240	17	12	0	700	0	-4.77432712	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	1	700	0	-4.75075925	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	2	700	0	-4.72691298	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	3	700	0	-4.70276325	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	4	700	0	-4.67830389	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	5	700	0	-4.65356345	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	6	700	0	-4.62847953	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	7	700	0	-4.60310148	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	8	700	0	-4.5773826	0	0	0	f8	f0	8	4	3	002a	1	1
42	2016	240	17	12	9	700	0	-4.5513774	0	0	0	f8	f0	8	4	3	002a	1	1
43	2016	240	17	12	10	700	0	-4.52502045	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	11	700	0	-4.49835171	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	12	700	0	-4.47134308	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	13	700	0	-4.44399403	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	14	700	0	-4.41632547	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	15	700	0	-4.3882957	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	16	700	0	-4.3599331	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	17	700	0	-4.33121215	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	18	700	0	-4.30216876	0	0	0	f8	f0	8	4	3	002b	1	1
43	2016	240	17	12	19	700	0	-4.27271632	0	0	0	f8	f0	8	4	3	002b	1	1
44	2016	240	17	12	20	700	0	-4.2429617	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	21	700	0	-4.21283421	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	22	700	0	-4.18232025	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	23	700	0	-4.15146121	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	24	700	0	-4.12022096	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	25	700	0	-4.08861584	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	26	700	0	-4.0566188	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	27	700	0	-4.02425954	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	28	700	0	-3.99151042	0	0	0	f8	f0	8	4	3	002c	1	1
44	2016	240	17	12	29	700	0	-3.95838476	0	0	0	f8	f0	8	4	3	002c	1	1
45	2016	240	17	12	30	700	0	-3.92486745	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	31	700	0	-3.890978	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	32	700	0	-3.85666644	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	33	700	0	-3.82196761	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	34	700	0	-3.78689359	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	35	700	0	-3.75140212	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	36	700	0	-3.71551585	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	37	700	0	-3.67922161	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	38	700	0	-3.64252105	0	0	0	f8	f0	8	4	3	002d	1	1
45	2016	240	17	12	39	700	0	-3.6054117	0	0	0	f8	f0	8	4	3	002d	1	1
46	2016	240	17	12	40	700	0	-3.56789171	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	41	700	0	-3.52996186	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	42	700	0	-3.49164189	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	43	700	0	-3.45289928	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	44	700	0	-3.41373196	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	45	700	0	-3.37415139	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	46	700	0	-3.33414691	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	47	700	0	-3.29373985	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	48	700	0	-3.25292086	0	0	0	f8	f0	8	4	3	002e	1	1
46	2016	240	17	12	49	700	0	-3.21165938	0	0	0	f8	f0	8	4	3	002e	1	1
47	2016	240	17	12	50	700	0	-3.16998366	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	51	700	0	-3.12789388	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	52	700	0	-3.08539345	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	53	700	0	-3.04246784	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	54	700	0	-2.99912033	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	55	700	0	-2.95537308	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	56	700	0	-2.91119333	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	57	700	0	-2.86661592	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	58	700	0	-2.82159328	0	0	0	f8	f0	8	4	3	002f	1	1
47	2016	240	17	12	59	700	0	-2.77618676	0	0	0	f8	f0	8	4	3	002f	1	1
48	2016	240	17	13	0	700	0	-2.73036519	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	1	700	0	-2.68412091	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	2	700	0	-2.63749441	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	3	700	0	-2.59044814	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	4	700	0	-2.54299793	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	5	700	0	-2.49515266	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	6	700	0	-2.4469449	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	7	700	0	-2.39828457	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	8	700	0	-2.3492826	0	0	0	f8	f0	8	4	3	30	1	1
48	2016	240	17	13	9	700	0	-2.29987977	0	0	0	f8	f0	8	4	3	30	1	1
49	2016	240	17	13	10	700	0	-2.25008453	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	11	700	0	-2.19993226	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	12	700	0	-2.14940311	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	13	700	0	-2.09851566	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	14	700	0	-2.04727538	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	15	700	0	-1.99565987	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	16	700	0	-1.94370146	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	17	700	0	-1.89140706	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	18	700	0	-1.83876023	0	0	0	f8	f0	8	4	3	31	1	1
49	2016	240	17	13	19	700	0	-1.7857996	0	0	0	f8	f0	8	4	3	31	1	1
50	2016	240	17	13	20	700	0	-1.73252211	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	21	700	0	-1.67890944	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	22	700	0	-1.62499962	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	23	700	0	-1.5707852	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	24	700	0	-1.51628716	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	25	700	0	-1.46149756	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	26	700	0	-1.40642262	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	27	700	0	-1.35107344	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	28	700	0	-1.29549175	0	0	0	f8	f0	8	4	3	32	1	1
50	2016	240	17	13	29	700	0	-1.23965154	0	0	0	f8	f0	8	4	3	32	1	1
51	2016	240	17	13	30	700	0	-1.18357195	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	31	700	0	-1.12724405	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	32	700	0	-1.07072179	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	33	700	0	-1.01397534	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	34	700	0	-0.95702048	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	35	700	0	-0.89989918	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	36	700	0	-0.84259418	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	37	700	0	-0.7850931	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	38	700	0	-0.72745882	0	0	0	f8	f0	8	4	3	33	1	1
51	2016	240	17	13	39	700	0	-0.66966224	0	0	0	f8	f0	8	4	3	33	1	1
52	2016	240	17	13	40	700	0	-0.6117615	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	41	700	0	-0.55368567	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	42	700	0	-0.49551827	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	43	700	0	-0.43725479	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	44	700	0	-0.37890481	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	45	700	0	-0.32047426	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	46	700	0	-0.26196735	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	47	700	0	-0.2034245	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	48	700	0	-0.14482354	0	0	0	f8	f0	8	4	3	34	1	1
52	2016	240	17	13	49	700	0	-0.08621396	0	0	0	f8	f0	8	4	3	34	1	1
53	2016	240	17	13	50	700	0	-0.02756225	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	51	700	0	0.03108788	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	52	700	0	0.08973404	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	53	700	0	0.14833771	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	54	700	0	0.20694248	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	55	700	0	0.26550217	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	56	700	0	0.32399758	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	57	700	0	0.38241781	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	58	700	0	0.44077884	0	0	0	f8	f0	8	4	3	35	1	1
53	2016	240	17	13	59	700	0	0.49904275	0	0	0	f8	f0	8	4	3	35	1	1
54	2016	240	17	14	0	700	0	0.55720456	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	1	700	0	0.61525613	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	2	700	0	0.67317675	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	3	700	0	0.73096102	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	4	700	0	0.78859721	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	5	700	0	0.84608752	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	6	700	0	0.90339045	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	7	700	0	0.96053805	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	8	700	0	1.01749193	0	0	0	f8	f0	8	4	3	36	1	1
54	2016	240	17	14	9	700	0	1.07421659	0	0	0	f8	f0	8	4	3	36	1	1
55	2016	240	17	14	10	700	0	1.13075386	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	11	700	0	1.18706138	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	12	700	0	1.24313995	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	13	700	0	1.29897537	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	14	700	0	1.3545819	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	15	700	0	1.4099221	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	16	700	0	1.46498125	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	17	700	0	1.51977486	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	18	700	0	1.57425577	0	0	0	f8	f0	8	4	3	37	1	1
55	2016	240	17	14	19	700	0	1.62847222	0	0	0	f8	f0	8	4	3	37	1	1
56	2016	240	17	14	20	700	0	1.68238276	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	21	700	0	1.73596581	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	22	700	0	1.78927366	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	23	700	0	1.84222072	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	24	700	0	1.89485827	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	25	700	0	1.9471632	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	26	700	0	1.99910605	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	27	700	0	2.0506967	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	28	700	0	2.10196785	0	0	0	f8	f0	8	4	3	38	1	1
56	2016	240	17	14	29	700	0	2.15285162	0	0	0	f8	f0	8	4	3	38	1	1
57	2016	240	17	14	30	700	0	2.20336558	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	31	700	0	2.253529	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	32	700	0	2.30332415	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	33	700	0	2.35271186	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	34	700	0	2.40171905	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	35	700	0	2.45034031	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	36	700	0	2.49857258	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	37	700	0	2.54641473	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	38	700	0	2.59387749	0	0	0	f8	f0	8	4	3	39	1	1
57	2016	240	17	14	39	700	0	2.64091448	0	0	0	f8	f0	8	4	3	39	1	1
58	2016	240	17	14	40	700	0	2.68755156	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	41	700	0	2.73378832	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	42	700	0	2.7796181	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	43	700	0	2.82502038	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	44	700	0	2.87000989	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	45	700	0	2.91461761	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	46	700	0	2.95880195	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	47	700	0	3.0025486	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	48	700	0	3.04586842	0	0	0	f8	f0	8	4	3	003a	1	1
58	2016	240	17	14	49	700	0	3.08880338	0	0	0	f8	f0	8	4	3	003a	1	1
59	2016	240	17	14	50	700	0	3.1313061	0	0	0	f8	f0	8	4	3	003b	1	1
59	2016	240	17	14	51	700	0	3.17340671	0	0	0	f8	f0	8	4	3	003b	1	1
59	2016	240	17	14	52	700	0	3.21506836	0	0	0	f8	f0	8	4	3	003b	1	1
