BkNo,Year,Day,hh,mm,ss,mss,RANGE,Azimuth,Elev,range rate,Az rate,El rate
2016,2016,240,17,17,43,751,1857.252801,355.6,19.08,6.24765872,-0.03,-0.12
2016,2016,240,17,17,44,751,1863.503624,355.57,18.96,6.25295215,-0.04,-0.12
2016,2016,240,17,17,45,751,1869.759393,355.53,18.84,6.25818001,-0.03,-0.12
2016,2016,240,17,17,46,751,1876.020109,355.5,18.72,6.26334592,-0.04,-0.12
2016,2016,240,17,17,47,751,1882.28667,355.46,18.6,6.26847438,-0.03,-0.12
2016,2016,240,17,17,48,751,1888.558029,355.43,18.48,6.27351637,-0.04,-0.11
2016,2016,240,17,17,49,751,1894.833135,355.39,18.37,6.27851312,-0.02,-0.11
2016,2016,240,17,17,50,751,1901.115286,355.37,18.26,6.28345944,-0.05,-0.11
2016,2016,240,17,17,51,751,1907.401634,355.32,18.15,6.28834479,-0.04,-0.12
2016,2016,240,17,17,52,751,1913.691579,355.28,18.03,6.29317965,-0.02,-0.12
2016,2016,240,17,17,53,751,1919.987071,355.26,17.91,6.29795728,-0.02,-0.11
2016,2016,240,17,17,54,751,1926.288409,355.24,17.8,6.30266775,-0.05,-0.12
2016,2016,240,17,17,55,751,1932.594543,355.19,17.68,6.30734231,-0.03,-0.12
2016,2016,240,17,17,56,751,1938.903376,355.16,17.56,6.31197056,-0.03,-0.12
2016,2016,240,17,17,57,751,1945.217604,355.13,17.44,6.31654466,-0.02,-0.12
2016,2016,240,17,17,58,751,1951.53663,355.11,17.32,6.32105166,-0.04,-0.13
2016,2016,240,17,17,59,751,1957.860602,355.07,17.19,6.32550497,-0.03,-0.11
2016,2016,240,17,18,0,751,1964.187722,355.04,17.08,6.32993489,-0.03,-0.13
2016,2016,240,17,18,1,751,1970.519938,355.01,16.95,6.3342748,-0.04,-0.11
2016,2016,240,17,18,2,751,1976.857251,354.97,16.84,6.33861991,-0.02,-0.12
2016,2016,240,17,18,3,751,1983.197711,354.95,16.72,6.34291345,-0.04,-0.11
2016,2016,240,17,18,4,751,1989.542968,354.91,16.61,6.34709253,0,-0.11
2016,2016,240,17,18,5,751,1995.892123,354.91,16.5,6.35126842,-0.05,-0.11
2016,2016,240,17,18,6,751,2002.245625,354.86,16.39,6.35541159,-0.03,-0.11
2016,2016,240,17,18,7,751,2008.603023,354.83,16.28,6.35947975,-0.04,-0.11
2016,2016,240,17,18,8,751,2014.96447,354.79,16.17,6.36349594,-0.03,-0.12
2016,2016,240,17,18,9,751,2021.330712,354.76,16.05,6.36749075,-0.01,-0.1
2016,2016,240,17,18,10,751,2027.700253,354.75,15.95,6.37144598,-0.04,-0.11
2016,2016,240,17,18,11,751,2034.073241,354.71,15.84,6.37534864,-0.02,-0.11
2016,2016,240,17,18,12,751,2040.450426,354.69,15.73,6.37920393,-0.04,-0.11
2016,2016,240,17,18,13,751,2046.832108,354.65,15.62,6.38302332,-0.03,-0.11
2016,2016,240,17,18,14,751,2053.216638,354.62,15.51,6.38678961,-0.04,-0.1
2016,2016,240,17,18,15,751,2059.605215,354.58,15.41,6.39051745,-0.01,-0.11
2016,2016,240,17,18,16,751,2065.99709,354.57,15.3,6.39420252,-0.01,-0.11
2016,2016,240,17,18,17,751,2072.393762,354.56,15.19,6.39786681,-0.06,-0.11
2016,2016,240,17,18,18,751,2078.793731,354.5,15.08,6.40145821,-0.01,-0.11
2016,2016,240,17,18,19,751,2085.196849,354.49,14.97,6.40502156,-0.01,-0.1
2016,2016,240,17,18,20,751,2091.603563,354.48,14.87,6.40856506,-0.06,-0.1
2016,2016,240,17,18,21,751,2098.013726,354.42,14.77,6.41204254,-0.02,-0.11
2016,2016,240,17,18,22,751,2104.427336,354.4,14.66,6.41549076,-0.01,-0.11
2016,2016,240,17,18,23,751,2110.845143,354.39,14.55,6.41890681,-0.01,-0.11
2016,2016,240,17,18,24,751,2117.265348,354.38,14.44,6.42228062,-0.05,-0.1
2016,2016,240,17,18,25,751,2123.689601,354.33,14.34,6.42560453,-0.03,-0.1
2016,2016,240,17,18,26,751,2130.117301,354.3,14.24,6.42889459,-0.02,-0.12
2016,2016,240,17,18,27,751,2136.5468,354.28,14.12,6.43216327,-0.04,-0.1
2016,2016,240,17,18,28,751,2142.979746,354.24,14.02,6.43539037,-0.01,-0.11
2016,2016,240,17,18,29,751,2149.417789,354.23,13.91,6.43857684,-0.01,-0.1
2016,2016,240,17,18,30,751,2155.85883,354.22,13.81,6.44174352,-0.05,-0.1
2016,2016,240,17,18,31,751,2162.302569,354.17,13.71,6.44485976,-0.02,-0.1
2016,2016,240,17,18,32,751,2168.748257,354.15,13.61,6.44792703,0,-0.09
2016,2016,240,17,18,33,751,2175.197093,354.15,13.52,6.45097605,-0.04,-0.1
2016,2016,240,17,18,34,751,2181.649526,354.11,13.42,6.45399703,-0.04,-0.1
2016,2016,240,17,18,35,751,2188.104957,354.07,13.32,6.45696803,-0.01,-0.09
2016,2016,240,17,18,36,751,2194.564285,354.06,13.23,6.45992238,-0.01,-0.1
2016,2016,240,17,18,37,751,2201.025562,354.05,13.13,6.46284442,-0.05,-0.1
2016,2016,240,17,18,38,751,2207.489537,354,13.03,6.46571649,-0.01,-0.09
2016,2016,240,17,18,39,751,2213.95651,353.99,12.94,6.46856257,-0.02,-0.1
2016,2016,240,17,18,40,751,2220.426181,353.97,12.84,6.47136908,-0.04,-0.1
2016,2016,240,17,18,41,751,2226.8993,353.93,12.74,6.47417819,-0.02,-0.09
2016,2016,240,17,18,42,751,2233.374667,353.91,12.65,6.47692328,-0.02,-0.1
2016,2016,240,17,18,43,751,2239.853182,353.89,12.55,6.47964964,-0.01,-0.09
2016,2016,240,17,18,44,751,2246.333646,353.88,12.46,6.4823401,-0.03,-0.1
2016,2016,240,17,18,45,751,2252.818157,353.85,12.36,6.48499411,-0.04,-0.1
2016,2016,240,17,18,46,751,2259.303867,353.81,12.26,6.48762627,0,-0.09
2016,2016,240,17,18,47,751,2265.792875,353.81,12.17,6.49023184,-0.01,-0.1
2016,2016,240,17,18,48,751,2272.284431,353.8,12.07,6.49279738,-0.05,-0.09
2016,2016,240,17,18,49,751,2278.777935,353.75,11.98,6.49536131,-0.01,-0.1
2016,2016,240,17,18,50,751,2285.274288,353.74,11.88,6.49786962,-0.01,-0.09
2016,2016,240,17,18,51,751,2291.773639,353.73,11.79,6.50034714,-0.04,-0.1
2016,2016,240,17,18,52,751,2298.275537,353.69,11.69,6.50279922,-0.01,-0.09
2016,2016,240,17,18,53,751,2304.779535,353.68,11.6,6.50524603,-0.01,-0.09
2016,2016,240,17,18,54,751,2311.28668,353.67,11.51,6.50764974,-0.01,-0.09
2016,2016,240,17,18,55,751,2317.795174,353.66,11.42,6.51001587,-0.06,-0.09
2016,2016,240,17,18,56,751,2324.305767,353.6,11.33,6.51236022,0,-0.1
2016,2016,240,17,18,57,751,2330.818758,353.6,11.23,6.51469617,-0.03,-0.09
2016,2016,240,17,18,58,751,2337.335347,353.57,11.14,6.51697802,-0.03,-0.09
2016,2016,240,17,18,59,751,2343.853135,353.54,11.05,6.51923695,0,-0.09
2016,2016,240,17,19,0,751,2350.373621,353.54,10.96,6.52150268,0,-0.1
2016,2016,240,17,19,1,751,2356.895755,353.54,10.86,6.52371638,-0.05,-0.09
2016,2016,240,17,19,2,751,2363.420289,353.49,10.77,6.52590763,-0.02,-0.09
2016,2016,240,17,19,3,751,2369.94752,353.47,10.68,6.52808595,0,-0.09
2016,2016,240,17,19,4,751,2376.47685,353.47,10.59,6.53020904,-0.01,-0.09
2016,2016,240,17,19,5,751,2383.008578,353.46,10.5,6.5323264,-0.06,-0.08
2016,2016,240,17,19,6,751,2389.540756,353.4,10.42,6.53441617,0,-0.09
2016,2016,240,17,19,7,751,2396.076231,353.4,10.33,6.53650602,0,-0.08
2016,2016,240,17,19,8,751,2402.613805,353.4,10.25,6.53854476,-0.05,-0.08
2016,2016,240,17,19,9,751,2409.153778,353.35,10.17,6.54057052,-0.01,-0.08
2016,2016,240,17,19,10,751,2415.695249,353.34,10.09,6.54256402,0,-0.07
2016,2016,240,17,19,11,751,2422.239119,353.34,10.02,6.54452735,-0.02,-0.09
2016,2016,240,17,19,12,751,2428.783439,353.32,9.93,6.5464537,-0.04,-0.08
2016,2016,240,17,19,13,751,2435.330906,353.28,9.85,6.54839671,0,-0.08
2016,2016,240,17,19,14,751,2441.880921,353.28,9.77,6.55032619,-0.02,-0.09
2016,2016,240,17,19,15,751,2448.432736,353.26,9.68,6.55217759,-0.03,-0.09
2016,2016,240,17,19,16,751,2454.985299,353.23,9.59,6.55403059,-0.03,-0.09
2016,2016,240,17,19,17,751,2461.539812,353.2,9.5,6.55587625,0,-0.09
2016,2016,240,17,19,18,751,2468.095973,353.2,9.41,6.55770633,-0.01,-0.09
2016,2016,240,17,19,19,751,2474.653933,353.19,9.32,6.55948638,-0.05,-0.08
2016,2016,240,17,19,20,751,2481.214291,353.14,9.24,6.56126183,0,-0.07
2016,2016,240,17,19,21,751,2487.775849,353.14,9.17,6.56302995,0,-0.09
2016,2016,240,17,19,22,751,2494.340554,353.14,9.08,6.56474131,-0.01,-0.08
2016,2016,240,17,19,23,751,2500.906309,353.13,9,6.56644493,-0.04,-0.08
2016,2016,240,17,19,24,751,2507.474312,353.09,8.92,6.56813857,-0.03,-0.08
2016,2016,240,17,19,25,751,2514.043065,353.06,8.84,6.56981721,0,-0.09
2016,2016,240,17,19,26,751,2520.613466,353.06,8.75,6.57145309,-0.02,-0.08
2016,2016,240,17,19,27,751,2527.185067,353.04,8.67,6.57309842,-0.05,-0.09
2016,2016,240,17,19,28,751,2533.757417,352.99,8.58,6.57468226,0,-0.08
2016,2016,240,17,19,29,751,2540.333064,352.99,8.5,6.57629062,0,-0.08
2016,2016,240,17,19,30,751,2546.910811,352.99,8.42,6.57787186,0,-0.08
2016,2016,240,17,19,31,751,2553.489756,352.99,8.34,6.57940526,0,-0.08
2016,2016,240,17,19,32,751,2560.070351,352.99,8.26,6.58096259,-0.05,-0.08
2016,2016,240,17,19,33,751,2566.652444,352.94,8.18,6.58246262,-0.02,-0.08
2016,2016,240,17,19,34,751,2573.234237,352.92,8.1,6.58396324,-0.03,-0.07
2016,2016,240,17,19,35,751,2579.819628,352.89,8.03,6.58543156,-0.03,-0.08
2016,2016,240,17,19,36,751,2586.40442,352.86,7.95,6.58687282,0,-0.11
2016,2016,240,17,19,37,751,2592.992209,352.86,7.84,6.58832342,0,-0.07
2016,2016,240,17,19,38,751,2599.581947,352.86,7.77,6.58974283,0,-0.08
2016,2016,240,17,19,39,751,2606.171535,352.86,7.69,6.59113306,0,-0.07
2016,2016,240,17,19,40,751,2612.762323,352.86,7.62,6.59254468,-0.03,-0.08
2016,2016,240,17,19,41,751,2619.357157,352.83,7.54,6.59388075,-0.05,-0.07
2016,2016,240,17,19,42,751,2625.951242,352.78,7.47,6.59523507,-0.01,-0.07
2016,2016,240,17,19,43,751,2632.546526,352.77,7.4,6.59658419,0,-0.09
2016,2016,240,17,19,44,751,2639.144059,352.77,7.31,6.59789641,-0.03,-0.07
2016,2016,240,17,19,45,751,2645.74324,352.74,7.24,6.59918464,-0.01,-0.08
2016,2016,240,17,19,46,751,2652.342272,352.73,7.16,6.60046088,-0.01,-0.08
2016,2016,240,17,19,47,751,2658.942952,352.72,7.08,6.60173872,0,-0.08
2016,2016,240,17,19,48,751,2665.543783,352.72,7,6.60297172,-0.02,-0.07
2016,2016,240,17,19,49,751,2672.148361,352.7,6.93,6.60420585,-0.03,-0.08
2016,2016,240,17,19,50,751,2678.753538,352.67,6.85,6.60540821,-0.01,-0.08
2016,2016,240,17,19,51,751,2685.359315,352.66,6.77,6.60662409,0,-0.06
2016,2016,240,17,19,52,751,2691.965691,352.66,6.71,6.60780246,-0.03,-0.09
2016,2016,240,17,19,53,751,2698.575216,352.63,6.62,6.60895224,-0.02,-0.07
2016,2016,240,17,19,54,751,2705.18474,352.61,6.55,6.61011869,-0.01,-0.07
2016,2016,240,17,19,55,751,2711.795463,352.6,6.48,6.61125542,0,-0.07
2016,2016,240,17,19,56,751,2718.406637,352.6,6.41,6.61236983,0,-0.07
2016,2016,240,17,19,57,751,2725.018859,352.6,6.34,6.61347538,-0.03,-0.08
2016,2016,240,17,19,58,751,2731.63303,352.57,6.26,6.61455694,-0.03,-0.06
2016,2016,240,17,19,59,751,2738.247651,352.54,6.2,6.61562712,-0.02,-0.08
2016,2016,240,17,20,0,751,2744.863471,352.52,6.12,6.61669203,-0.01,-0.06
2016,2016,240,17,20,1,751,2751.48049,352.51,6.06,6.61773668,0,-0.07
2016,2016,240,17,20,2,751,2758.098858,352.51,5.99,6.61876622,-0.02,-0.07
2016,2016,240,17,20,3,751,2764.719325,352.49,5.92,6.61978842,-0.03,-0.07
2016,2016,240,17,20,4,751,2771.339042,352.46,5.85,6.62080916,0,-0.08
2016,2016,240,17,20,5,751,2777.961158,352.46,5.77,6.62173982,0,-0.06
2016,2016,240,17,20,6,751,2784.583274,352.46,5.71,6.62271726,0,-0.07
2016,2016,240,17,20,7,751,2791.205239,352.46,5.64,6.62371661,-0.02,-0.07
2016,2016,240,17,20,8,751,2797.827355,352.44,5.57,6.62464001,-0.03,-0.06
2016,2016,240,17,20,9,751,2804.451869,352.41,5.51,6.62556801,-0.01,-0.06
2016,2016,240,17,20,10,751,2811.078931,352.4,5.45,6.62647056,-0.02,-0.07
2016,2016,240,17,20,11,751,2817.706743,352.38,5.38,6.62740069,0,-0.08
2016,2016,240,17,20,12,751,2824.334254,352.38,5.3,6.6282496,-0.02,-0.09
2016,2016,240,17,20,13,751,2830.962516,352.36,5.21,6.62914489,-0.03,-0.07
2016,2016,240,17,20,14,751,2837.591527,352.33,5.14,6.63001206,-0.01,-0.08
2016,2016,240,17,20,15,751,2844.222486,352.32,5.06,6.63086251,0,-0.07
2016,2016,240,17,20,16,751,2850.854945,352.32,4.99,6.63172395,0,-0.08
2016,2016,240,17,20,17,751,2857.487553,352.32,4.91,6.63250471,-0.01,-0.06
2016,2016,240,17,20,18,751,2864.119262,352.31,4.85,6.63330733,-0.03,-0.08
2016,2016,240,17,20,19,751,2870.753069,352.28,4.77,6.63410781,0,-0.07
2016,2016,240,17,20,20,751,2877.387177,352.28,4.7,6.63489063,0,-0.06
2016,2016,240,17,20,21,751,2884.020834,352.28,4.64,6.63569118,-0.01,-0.06
2016,2016,240,17,20,22,751,2890.65704,352.27,4.58,6.63645422,-0.03,-0.06
2016,2016,240,17,20,23,751,2897.293246,352.24,4.52,6.63717669,-0.02,-0.08
2016,2016,240,17,20,24,751,2903.93155,352.22,4.44,6.63788296,-0.01,-0.07
2016,2016,240,17,20,25,751,2910.569105,352.21,4.37,6.63861529,-0.02,-0.08
2016,2016,240,17,20,26,751,2917.209358,352.19,4.29,6.63932476,0,-0.07
2016,2016,240,17,20,27,751,2923.848112,352.19,4.22,6.64003057,0,-0.23
2016,2016,240,17,20,28,751,2930.488366,352.19,3.99,6.6407056,0,-0.16
2016,2016,240,17,20,29,751,2937.128469,352.19,3.83,6.64140774,0,-0.05
2016,2016,240,17,20,30,751,2943.77082,352.19,3.78,6.64206045,-0.01,-0.06
2016,2016,240,17,20,31,751,2950.413022,352.18,3.72,6.64277306,-0.02,-0.07
2016,2016,240,17,20,32,751,2957.056723,352.16,3.65,6.64335128,-0.01,-0.07
2016,2016,240,17,20,33,751,2963.699524,352.15,3.58,6.64400972,-0.02,-0.06
2016,2016,240,17,20,34,751,2970.343374,352.13,3.52,6.64464998,0,-0.06
2016,2016,240,17,20,35,751,2976.987525,352.13,3.46,6.64524386,-0.01,-0.07
2016,2016,240,17,20,36,751,2983.632874,352.12,3.39,6.64580489,-0.02,-0.07
2016,2016,240,17,20,37,751,2990.278674,352.1,3.32,6.64639618,0,-0.07
2016,2016,240,17,20,38,751,2996.924922,352.1,3.25,6.64699166,-0.02,-0.06
2016,2016,240,17,20,39,751,3003.571171,352.08,3.19,6.64756162,-0.01,-0.08
2016,2016,240,17,20,40,751,3010.219519,352.07,3.11,6.64810241,0,-0.06
2016,2016,240,17,20,41,751,3016.871164,352.07,3.05,6.64866038,-0.03,-0.06
2016,2016,240,17,20,42,751,3023.518012,352.04,2.99,6.64920842,0,-0.06
2016,2016,240,17,20,43,751,3030.16666,352.04,2.93,6.64973521,-0.01,-0.08
2016,2016,240,17,20,44,751,3036.817555,352.03,2.85,6.6502151,-0.01,-0.06
2016,2016,240,17,20,45,751,3043.466502,352.02,2.79,6.65071112,-0.02,-0.07
2016,2016,240,17,20,46,751,3050.120246,352,2.72,6.65120613,-0.01,-0.06
2016,2016,240,17,20,47,751,3056.769493,351.99,2.66,6.6517068,0,-0.06
2016,2016,240,17,20,48,751,3063.420389,351.99,2.6,6.65216384,-0.01,-0.07
2016,2016,240,17,20,49,751,3070.071434,351.98,2.53,6.65258543,-0.01,-0.07
2016,2016,240,17,20,50,751,3076.725927,351.97,2.46,6.65308664,-0.01,-0.07
2016,2016,240,17,20,51,751,3083.378472,351.96,2.39,6.6535197,-0.01,-0.07
2016,2016,240,17,20,52,751,3090.032665,351.95,2.32,6.65393716,-0.01,-0.07
2016,2016,240,17,20,53,751,3096.685809,351.94,2.25,6.65438167,-0.01,-0.06
2016,2016,240,17,20,54,751,3103.340452,351.93,2.19,6.65476163,0,-0.06
2016,2016,240,17,20,55,751,3109.992547,351.93,2.13,6.65519674,0,-0.06
2016,2016,240,17,20,56,751,3116.64779,351.93,2.07,6.65557983,-0.02,-0.06
2016,2016,240,17,20,57,751,3123.30708,351.91,2.01,6.65596085,-0.02,-0.07
2016,2016,240,17,20,58,751,3129.96532,351.89,1.94,6.65631788,-0.01,-0.07
2016,2016,240,17,20,59,751,3136.622062,351.88,1.87,6.65671036,0,-0.06
2016,2016,240,17,21,0,751,3143.274457,351.88,1.81,6.65708978,-0.03,-0.03
2016,2016,240,17,21,1,751,3149.931798,351.85,1.78,6.65740525,-0.01,-0.02
2016,2016,240,17,21,2,751,3156.592737,351.84,1.76,6.65768993,0,-0.02
2016,2016,240,17,21,3,751,3163.249478,351.84,1.74,6.65809693,0,-0.04
2016,2016,240,17,21,4,751,3169.90622,351.84,1.7,6.65839987,-0.01,-0.02
2016,2016,240,17,21,5,751,3176.56461,351.83,1.68,6.65877149,-0.02,-0.02
2016,2016,240,17,21,6,751,3183.222551,351.81,1.66,6.65903332,0,-0.04
2016,2016,240,17,21,7,751,3189.879892,351.81,1.62,6.65934352,-0.01,-0.01
2016,2016,240,17,21,8,751,3196.540981,351.8,1.61,6.65962514,-0.02,-0.04
2016,2016,240,17,21,9,751,3203.20147,351.78,1.57,6.65988224,-0.01,-0.02
2016,2016,240,17,21,10,751,3209.859561,351.77,1.55,6.66004567,0,0
2016,2016,240,17,21,11,751,3216.522298,351.77,1.55,6.66041576,-0.01,0
2016,2016,240,17,21,12,751,3223.185785,351.76,1.55,6.6607161,-0.01,0
2016,2016,240,17,21,13,751,3229.842677,351.75,1.55,6.6609696,0,0
2016,2016,240,17,21,14,751,3236.502117,351.75,1.55,6.66120592,-0.01,0
2016,2016,240,17,21,15,751,3243.163055,351.74,1.55,6.66142138,0,0
2016,2016,240,17,21,16,751,3249.825193,351.74,1.55,6.66166182,-0.03,0
2016,2016,240,17,21,17,751,3256.482984,351.71,1.55,6.66193145,-0.01,0
2016,2016,240,17,21,18,751,3263.14812,351.7,1.55,6.66214537,0,0
2016,2016,240,17,21,19,751,3269.80681,351.7,1.55,6.66243685,-351.7,-1.55
