BkNo,Year,Day,hh,mm,ss,mss,RANGE,Azimuth,Elev,range rate,Az rate,El rate
2016,2016,240,17,12,39,751,997.1585819,140.39,52.71,-3.6054117,-0.32,0.33
2016,2016,240,17,12,40,751,993.5727643,140.07,53.04,-3.56789171,-0.32,0.33
2016,2016,240,17,12,41,751,990.0250203,139.75,53.37,-3.52996186,-0.31,0.31
2016,2016,240,17,12,42,751,986.5150502,139.44,53.68,-3.49164189,-0.34,0.33
2016,2016,240,17,12,43,751,983.0434536,139.1,54.01,-3.45289928,-0.38,0.36
2016,2016,240,17,12,44,751,979.6111297,138.72,54.37,-3.41373196,-0.35,0.34
2016,2016,240,17,12,45,751,976.2185284,138.37,54.71,-3.37415139,-0.37,0.33
2016,2016,240,17,12,46,751,972.8657994,138,55.04,-3.33414691,-0.38,0.34
2016,2016,240,17,12,47,751,969.5532426,137.62,55.38,-3.29373985,-0.38,0.34
2016,2016,240,17,12,48,751,966.2816076,137.24,55.72,-3.25292086,-0.34,0.3
2016,2016,240,17,12,49,751,963.0511939,136.9,56.02,-3.21165938,-0.4,0.33
2016,2016,240,17,12,50,751,959.861702,136.5,56.35,-3.16998366,-0.43,0.38
2016,2016,240,17,12,51,751,956.7137313,136.07,56.73,-3.12789388,-0.43,0.33
2016,2016,240,17,12,52,751,953.6086309,135.64,57.06,-3.08539345,-0.41,0.34
2016,2016,240,17,12,53,751,950.5462509,135.23,57.4,-3.04246784,-0.45,0.34
2016,2016,240,17,12,54,751,947.5267413,134.78,57.74,-2.99912033,-0.4,0.3
2016,2016,240,17,12,55,751,944.5508514,134.38,58.04,-2.95537308,-0.46,0.35
2016,2016,240,17,12,56,751,941.619181,133.92,58.39,-2.91119333,-0.49,0.34
2016,2016,240,17,12,57,751,938.7320297,133.43,58.73,-2.86661592,-0.53,0.37
2016,2016,240,17,12,58,751,935.8892477,132.9,59.1,-2.82159328,-0.51,0.34
2016,2016,240,17,12,59,751,933.0917344,132.39,59.44,-2.77618676,-0.51,0.35
2016,2016,240,17,13,0,751,930.3399395,131.88,59.79,-2.73036519,-0.5,0.32
2016,2016,240,17,13,1,751,927.6337129,131.38,60.11,-2.68412091,-0.55,0.35
2016,2016,240,17,13,2,751,924.974254,130.83,60.46,-2.63749441,-0.57,0.34
2016,2016,240,17,13,3,751,922.361263,130.26,60.8,-2.59044814,-0.58,0.34
2016,2016,240,17,13,4,751,919.7959389,129.68,61.14,-2.54299793,-0.64,0.38
2016,2016,240,17,13,5,751,917.2785816,129.04,61.52,-2.49515266,-0.59,0.32
2016,2016,240,17,13,6,751,914.8093411,128.45,61.84,-2.4469449,-0.63,0.33
2016,2016,240,17,13,7,751,912.3877675,127.82,62.17,-2.39828457,-0.58,0.3
2016,2016,240,17,13,8,751,910.0153599,127.24,62.47,-2.3492826,-0.66,0.34
2016,2016,240,17,13,9,751,907.6925679,126.58,62.81,-2.29987977,-0.67,0.33
2016,2016,240,17,13,10,751,905.4190918,125.91,63.14,-2.25008453,-0.71,0.33
2016,2016,240,17,13,11,751,903.1961307,125.2,63.47,-2.19993226,-0.8,0.36
2016,2016,240,17,13,12,751,901.0235348,124.4,63.83,-2.14940311,-0.73,0.31
2016,2016,240,17,13,13,751,898.9011541,123.67,64.14,-2.09851566,-0.76,0.33
2016,2016,240,17,13,14,751,896.8301878,122.91,64.47,-2.04727538,-0.71,0.28
2016,2016,240,17,13,15,751,894.8103361,122.2,64.75,-1.99565987,-0.81,0.32
2016,2016,240,17,13,16,751,892.8426483,121.39,65.07,-1.94370146,-0.82,0.32
2016,2016,240,17,13,17,751,890.9268246,120.57,65.39,-1.89140706,-0.85,0.3
2016,2016,240,17,13,18,751,889.0634646,119.72,65.69,-1.83876023,-0.96,0.35
2016,2016,240,17,13,19,751,887.2530179,118.76,66.04,-1.7857996,-0.89,0.3
2016,2016,240,17,13,20,751,885.4960842,117.87,66.34,-1.73252211,-0.82,0.27
2016,2016,240,17,13,21,751,883.7920639,117.05,66.61,-1.67890944,-0.95,0.3
2016,2016,240,17,13,22,751,882.1420062,116.1,66.91,-1.62499962,-0.97,0.29
2016,2016,240,17,13,23,751,880.5459111,115.13,67.2,-1.5707852,-1.02,0.29
2016,2016,240,17,13,24,751,879.0043783,114.11,67.49,-1.51628716,-1.04,0.28
2016,2016,240,17,13,25,751,877.5177075,113.07,67.77,-1.46149756,-1.19,0.31
2016,2016,240,17,13,26,751,876.0858987,111.88,68.08,-1.40642262,-1.1,0.27
2016,2016,240,17,13,27,751,874.7095516,110.78,68.35,-1.35107344,-0.99,0.23
2016,2016,240,17,13,28,751,873.3883662,109.79,68.58,-1.29549175,-1.15,0.27
2016,2016,240,17,13,29,751,872.1227923,108.64,68.85,-1.23965154,-1.18,0.25
2016,2016,240,17,13,30,751,870.9134296,107.46,69.1,-1.18357195,-1.31,0.25
2016,2016,240,17,13,31,751,869.7599781,106.15,69.35,-1.12724405,-1.13,0.22
2016,2016,240,17,13,32,751,868.6633373,105.02,69.57,-1.07072179,-1.35,0.24
2016,2016,240,17,13,33,751,867.6232073,103.67,69.81,-1.01397534,-1.3,0.22
2016,2016,240,17,13,34,751,866.640038,102.37,70.03,-0.95702048,-1.17,0.18
2016,2016,240,17,13,35,751,865.7135294,101.2,70.21,-0.89989918,-1.35,0.2
2016,2016,240,17,13,36,751,864.8439814,99.85,70.41,-0.84259418,-1.49,0.2
2016,2016,240,17,13,37,751,864.0322933,98.36,70.61,-0.7850931,-1.44,0.17
2016,2016,240,17,13,38,751,863.2784651,96.92,70.78,-0.72745882,-1.42,0.16
2016,2016,240,17,13,39,751,862.5823471,95.5,70.94,-0.66966224,-1.48,0.15
2016,2016,240,17,13,40,751,861.9440889,94.02,71.09,-0.6117615,-1.34,0.12
2016,2016,240,17,13,41,751,861.3633909,92.68,71.21,-0.55368567,-1.52,0.14
2016,2016,240,17,13,42,751,860.8408527,91.16,71.35,-0.49551827,-1.54,0.12
2016,2016,240,17,13,43,751,860.376624,89.62,71.47,-0.43725479,-1.69,0.11
2016,2016,240,17,13,44,751,859.9704053,87.93,71.58,-0.37890481,-1.58,0.09
2016,2016,240,17,13,45,751,859.6230957,86.35,71.67,-0.32047426,-1.58,0.08
2016,2016,240,17,13,46,751,859.3327467,84.77,71.75,-0.26196735,-1.62,0.07
2016,2016,240,17,13,47,751,859.1019065,83.15,71.82,-0.2034245,-1.44,0.05
2016,2016,240,17,13,48,751,858.9304252,81.71,71.87,-0.14482354,-1.64,0.03
2016,2016,240,17,13,49,751,858.8172536,80.07,71.9,-0.08621396,-1.59,0.03
2016,2016,240,17,13,50,751,858.7625415,78.48,71.93,-0.02756225,-1.77,0.01
2016,2016,240,17,13,51,751,858.7670383,76.71,71.94,0.03108788,-1.63,0
2016,2016,240,17,13,52,751,858.8298449,75.08,71.94,0.08973404,-1.56,0
2016,2016,240,17,13,53,751,858.9512608,73.52,71.94,0.14833771,-1.46,-0.03
2016,2016,240,17,13,54,751,859.1312862,72.06,71.91,0.20694248,-1.58,-0.07
2016,2016,240,17,13,55,751,859.369921,70.48,71.84,0.26550217,-1.61,-0.02
2016,2016,240,17,13,56,751,859.6668654,68.87,71.82,0.32399758,-1.59,-0.04
2016,2016,240,17,13,57,751,860.0224193,67.28,71.78,0.38241781,-1.66,-0.08
2016,2016,240,17,13,58,751,860.4361328,65.62,71.7,0.44077884,-1.55,-0.08
2016,2016,240,17,13,59,751,860.9090555,64.07,71.62,0.49904275,-1.38,-0.09
2016,2016,240,17,14,0,751,861.4395382,62.69,71.53,0.55720456,-1.51,-0.12
2016,2016,240,17,14,1,751,862.0287803,61.18,71.41,0.61525613,-1.5,-0.13
2016,2016,240,17,14,2,751,862.6769316,59.68,71.28,0.67317675,-1.46,-0.15
2016,2016,240,17,14,3,751,863.3820434,58.22,71.13,0.73096102,-1.46,-0.17
2016,2016,240,17,14,4,751,864.1444157,56.76,70.96,0.78859721,-1.56,-0.2
2016,2016,240,17,14,5,751,864.9644979,55.2,70.76,0.84608752,-1.42,-0.19
2016,2016,240,17,14,6,751,865.84259,53.78,70.57,0.90339045,-1.21,-0.19
2016,2016,240,17,14,7,751,866.7770431,52.57,70.38,0.96053805,-1.35,-0.21
2016,2016,240,17,14,8,751,867.7684568,51.22,70.17,1.01749193,-1.3,-0.21
2016,2016,240,17,14,9,751,868.8171308,49.92,69.96,1.07421659,-1.31,-0.24
2016,2016,240,17,14,10,751,869.9223157,48.61,69.72,1.13075386,-1.23,-0.23
2016,2016,240,17,14,11,751,871.0844612,47.38,69.49,1.18706138,-1.3,-0.26
2016,2016,240,17,14,12,751,872.302368,46.08,69.23,1.24313995,-1.18,-0.26
2016,2016,240,17,14,13,751,873.5760363,44.9,68.97,1.29897537,-1.01,-0.22
2016,2016,240,17,14,14,751,874.905316,43.89,68.75,1.3545819,-1.11,-0.27
2016,2016,240,17,14,15,751,876.2900574,42.78,68.48,1.4099221,-1.08,-0.26
2016,2016,240,17,14,16,751,877.7305602,41.7,68.22,1.46498125,-1.06,-0.28
2016,2016,240,17,14,17,751,879.2253254,40.64,67.94,1.51977486,-1.04,-0.28
2016,2016,240,17,14,18,751,880.7749526,39.6,67.66,1.57425577,-1.09,-0.32
2016,2016,240,17,14,19,751,882.3786923,38.51,67.34,1.62847222,-1.01,-0.29
2016,2016,240,17,14,20,751,884.0362448,37.5,67.05,1.68238276,-0.86,-0.26
2016,2016,240,17,14,21,751,885.7476101,36.64,66.79,1.73596581,-0.92,-0.3
2016,2016,240,17,14,22,751,887.5126382,35.72,66.49,1.78927366,-0.91,-0.3
2016,2016,240,17,14,23,751,889.3307295,34.81,66.19,1.84222072,-0.86,-0.3
2016,2016,240,17,14,24,751,891.2014345,33.95,65.89,1.89485827,-0.85,-0.3
2016,2016,240,17,14,25,751,893.124753,33.1,65.59,1.9471632,-0.9,-0.35
2016,2016,240,17,14,26,751,895.1005352,32.2,65.24,1.99910605,-0.72,-0.28
2016,2016,240,17,14,27,751,897.1278817,31.48,64.96,2.0506967,-0.79,-0.33
2016,2016,240,17,14,28,751,899.2061929,30.69,64.63,2.10196785,-0.76,-0.32
2016,2016,240,17,14,29,751,901.3360684,29.93,64.31,2.15285162,-0.74,-0.33
2016,2016,240,17,14,30,751,903.5166089,29.19,63.98,2.20336558,-0.73,-0.33
2016,2016,240,17,14,31,751,905.7478142,28.46,63.65,2.253529,-0.69,-0.34
2016,2016,240,17,14,32,751,908.0284853,27.77,63.31,2.30332415,-0.77,-0.36
2016,2016,240,17,14,33,751,910.3581725,27,62.95,2.35271186,-0.6,-0.3
2016,2016,240,17,14,34,751,912.7371756,26.4,62.65,2.40171905,-0.64,-0.33
2016,2016,240,17,14,35,751,915.1656444,25.76,62.32,2.45034031,-0.63,-0.34
2016,2016,240,17,14,36,751,917.6426796,25.13,61.98,2.49857258,-0.62,-0.34
2016,2016,240,17,14,37,751,920.1673818,24.51,61.64,2.54641473,-0.59,-0.35
2016,2016,240,17,14,38,751,922.739751,23.92,61.29,2.59387749,-0.58,-0.34
2016,2016,240,17,14,39,751,925.3593375,23.34,60.95,2.64091448,-0.55,-0.35
2016,2016,240,17,14,40,751,928.0259914,22.79,60.6,2.68755156,-0.55,-0.33
2016,2016,240,17,14,41,751,930.7385135,22.24,60.27,2.73378832,-0.54,-0.35
2016,2016,240,17,14,42,751,933.4972037,21.7,59.92,2.7796181,-0.51,-0.32
2016,2016,240,17,14,43,751,936.3011626,21.19,59.6,2.82502038,-0.51,-0.35
2016,2016,240,17,14,44,751,939.1511396,20.68,59.25,2.87000989,-0.51,-0.34
2016,2016,240,17,14,45,751,942.0451861,20.17,58.91,2.91461761,-0.48,-0.35
2016,2016,240,17,14,46,751,944.9846511,19.69,58.56,2.95880195,-0.45,-0.35
2016,2016,240,17,14,47,751,947.9668366,19.24,58.21,3.0025486,-0.44,-0.35
2016,2016,240,17,14,48,751,950.9929417,18.8,57.86,3.04586842,-0.45,-0.34
2016,2016,240,17,14,49,751,954.0623668,18.35,57.52,3.08880338,-0.45,-0.34
2016,2016,240,17,14,50,751,957.1740626,17.9,57.18,3.1313061,-0.42,-0.34
2016,2016,240,17,14,51,751,960.3278792,17.48,56.84,3.17340671,-0.41,-0.33
2016,2016,240,17,14,52,751,963.5235169,17.07,56.51,3.21506836,-0.41,-0.34
2016,2016,240,17,14,53,751,966.7608258,16.66,56.17,3.25632662,-0.39,-0.34
2016,2016,240,17,14,54,751,970.0392062,16.27,55.83,3.29714299,-0.37,-0.34
2016,2016,240,17,14,55,751,973.3576089,15.9,55.49,3.33756277,-0.37,-0.33
2016,2016,240,17,14,56,751,976.7163337,15.53,55.16,3.37755398,-0.36,-0.34
2016,2016,240,17,14,57,751,980.1161301,15.17,54.82,3.41712488,-0.35,-0.33
2016,2016,240,17,14,58,751,983.555649,14.82,54.49,3.45630619,-0.35,-0.33
2016,2016,240,17,14,59,751,987.0332415,14.47,54.16,3.49505426,-0.35,-0.34
2016,2016,240,17,15,0,751,990.5499569,14.12,53.82,3.53339342,-0.34,-0.33
2016,2016,240,17,15,1,751,994.1048959,13.78,53.49,3.57131394,-0.33,-0.34
2016,2016,240,17,15,2,751,997.6988079,13.45,53.15,3.60882633,-0.31,-0.31
2016,2016,240,17,15,3,751,1001.329444,13.14,52.84,3.64592841,-0.3,-0.34
2016,2016,240,17,15,4,751,1004.996056,12.84,52.5,3.68263277,-0.29,-0.33
2016,2016,240,17,15,5,751,1008.698943,12.55,52.17,3.7189304,-0.3,-0.34
2016,2016,240,17,15,6,751,1012.438104,12.25,51.83,3.75481712,-0.3,-0.32
2016,2016,240,17,15,7,751,1016.21354,11.95,51.51,3.79029685,-0.28,-0.33
2016,2016,240,17,15,8,751,1020.024052,11.67,51.18,3.82540837,-0.29,-0.32
2016,2016,240,17,15,9,751,1023.869041,11.38,50.86,3.86010371,-0.27,-0.31
2016,2016,240,17,15,10,751,1027.747755,11.11,50.55,3.89441185,-0.29,-0.31
2016,2016,240,17,15,11,751,1031.661096,10.82,50.24,3.92831739,-0.26,-0.31
2016,2016,240,17,15,12,751,1035.608613,10.56,49.93,3.96181875,-0.26,-0.32
2016,2016,240,17,15,13,751,1039.589108,10.3,49.61,3.99497821,-0.24,-0.33
2016,2016,240,17,15,14,751,1043.602729,10.06,49.28,4.02772361,-0.24,-0.31
2016,2016,240,17,15,15,751,1047.649478,9.82,48.97,4.06008748,-0.26,-0.31
2016,2016,240,17,15,16,751,1051.727405,9.56,48.66,4.09208207,-0.24,-0.31
2016,2016,240,17,15,17,751,1055.837259,9.32,48.35,4.12368266,-0.26,-0.31
2016,2016,240,17,15,18,751,1059.978293,9.06,48.04,4.15493382,-0.23,-0.3
2016,2016,240,17,15,19,751,1064.151104,8.83,47.74,4.18581224,-0.22,-0.28
2016,2016,240,17,15,20,751,1068.353744,8.61,47.46,4.21631564,-0.22,-0.3
2016,2016,240,17,15,21,751,1072.587414,8.39,47.16,4.24646103,-0.21,-0.28
2016,2016,240,17,15,22,751,1076.850612,8.18,46.88,4.27624252,-0.2,-0.28
2016,2016,240,17,15,23,751,1081.14334,7.98,46.6,4.30565427,-0.2,-0.29
2016,2016,240,17,15,24,751,1085.464849,7.78,46.31,4.33474304,-0.19,-0.3
2016,2016,240,17,15,25,751,1089.815137,7.59,46.01,4.36344667,-0.2,-0.28
2016,2016,240,17,15,26,751,1094.194505,7.39,45.73,4.39183178,-0.2,-0.28
2016,2016,240,17,15,27,751,1098.601904,7.19,45.45,4.41984548,-0.2,-0.3
2016,2016,240,17,15,28,751,1103.037184,6.99,45.15,4.44753439,-0.19,-0.28
2016,2016,240,17,15,29,751,1107.499444,6.8,44.87,4.47488554,-0.19,-0.28
2016,2016,240,17,15,30,751,1111.989286,6.61,44.59,4.50190258,-0.2,-0.32
2016,2016,240,17,15,31,751,1116.50581,6.41,44.27,4.52859897,-0.18,-0.29
2016,2016,240,17,15,32,751,1121.048715,6.23,43.98,4.554944,-0.16,-0.26
2016,2016,240,17,15,33,751,1125.618301,6.07,43.72,4.5809825,-0.18,-0.28
2016,2016,240,17,15,34,751,1130.21367,5.89,43.44,4.60669209,-0.17,-0.28
2016,2016,240,17,15,35,751,1134.834671,5.72,43.16,4.63208463,-0.16,-0.29
2016,2016,240,17,15,36,751,1139.480405,5.56,42.87,4.65716024,-0.17,-0.3
2016,2016,240,17,15,37,751,1144.150871,5.39,42.57,4.6819314,-0.16,-0.26
2016,2016,240,17,15,38,751,1148.846221,5.23,42.31,4.70639383,-0.14,-0.24
2016,2016,240,17,15,39,751,1153.566153,5.09,42.07,4.73054454,-0.16,-0.27
2016,2016,240,17,15,40,751,1158.309769,4.93,41.8,4.75442516,-0.15,-0.26
2016,2016,240,17,15,41,751,1163.077219,4.78,41.54,4.77796948,-0.16,-0.26
2016,2016,240,17,15,42,751,1167.867453,4.62,41.28,4.80122859,-0.15,-0.27
2016,2016,240,17,15,43,751,1172.68107,4.47,41.01,4.82421708,-0.17,-0.28
2016,2016,240,17,15,44,751,1177.517172,4.3,40.73,4.84691823,-0.16,-0.26
2016,2016,240,17,15,45,751,1182.376358,4.14,40.47,4.86932691,-0.12,-0.22
2016,2016,240,17,15,46,751,1187.258179,4.02,40.25,4.89143259,-0.12,-0.27
2016,2016,240,17,15,47,751,1192.161284,3.9,39.98,4.91330104,-0.15,-0.25
2016,2016,240,17,15,48,751,1197.086125,3.75,39.73,4.93487588,-0.15,-0.25
2016,2016,240,17,15,49,751,1202.032101,3.6,39.48,4.95616078,-0.12,-0.26
2016,2016,240,17,15,50,751,1206.999212,3.48,39.22,4.97719691,-0.15,-0.27
2016,2016,240,17,15,51,751,1211.987159,3.33,38.95,4.99798841,-0.11,-0.25
2016,2016,240,17,15,52,751,1216.996092,3.22,38.7,5.0184931,-0.13,-0.21
2016,2016,240,17,15,53,751,1222.02526,3.09,38.49,5.03874076,-0.11,-0.24
2016,2016,240,17,15,54,751,1227.074814,2.98,38.25,5.05875931,-0.12,-0.25
2016,2016,240,17,15,55,751,1232.144155,2.86,38,5.07850671,-0.14,-0.25
2016,2016,240,17,15,56,751,1237.233581,2.72,37.75,5.09799128,-0.12,-0.23
2016,2016,240,17,15,57,751,1242.343244,2.6,37.52,5.11725101,-0.11,-0.27
2016,2016,240,17,15,58,751,1247.471194,2.49,37.25,5.13628641,-0.11,-0.22
2016,2016,240,17,15,59,751,1252.617881,2.38,37.03,5.155047,-0.13,-0.23
2016,2016,240,17,16,0,751,1257.783155,2.25,36.8,5.17357388,-0.1,-0.23
2016,2016,240,17,16,1,751,1262.968815,2.15,36.57,5.19188997,-0.13,-0.24
2016,2016,240,17,16,2,751,1268.172163,2.02,36.33,5.20995409,-0.1,-0.23
2016,2016,240,17,16,3,751,1273.392299,1.92,36.1,5.22782674,-0.11,-0.23
2016,2016,240,17,16,4,751,1278.630123,1.81,35.87,5.24543703,-0.13,-0.24
2016,2016,240,17,16,5,751,1283.884735,1.68,35.63,5.2628412,-0.07,-0.2
2016,2016,240,17,16,6,751,1289.157335,1.61,35.43,5.2800325,-0.12,-0.22
2016,2016,240,17,16,7,751,1294.446724,1.49,35.21,5.29700055,-0.1,-0.21
2016,2016,240,17,16,8,751,1299.7535,1.39,35,5.31375721,-0.09,-0.23
2016,2016,240,17,16,9,751,1305.076765,1.3,34.77,5.33031201,-0.12,-0.22
2016,2016,240,17,16,10,751,1310.416518,1.18,34.55,5.34664761,-0.08,-0.23
2016,2016,240,17,16,11,751,1315.77216,1.1,34.32,5.36277143,-0.1,-0.21
2016,2016,240,17,16,12,751,1321.144141,1,34.11,5.37872502,-0.08,-0.21
2016,2016,240,17,16,13,751,1326.531712,0.92,33.9,5.39443917,-0.11,-0.22
2016,2016,240,17,16,14,751,1331.934721,0.81,33.68,5.4099977,-0.08,-0.2
2016,2016,240,17,16,15,751,1337.35332,0.73,33.48,5.42532098,-0.11,-0.21
2016,2016,240,17,16,16,751,1342.787808,0.62,33.27,5.44048809,-0.07,-0.19
2016,2016,240,17,16,17,751,1348.237585,0.55,33.08,5.45544602,-0.11,-0.21
2016,2016,240,17,16,18,751,1353.700703,0.44,32.87,5.4702082,-0.07,-0.2
2016,2016,240,17,16,19,751,1359.17926,0.37,32.67,5.48483041,-0.09,-0.22
2016,2016,240,17,16,20,751,1364.672207,0.28,32.45,5.49924123,-0.07,-0.2
2016,2016,240,17,16,21,751,1370.178645,0.21,32.25,5.51345538,-0.11,-0.22
2016,2016,240,17,16,22,751,1375.699623,0.1,32.03,5.52750084,-0.05,-0.21
2016,2016,240,17,16,23,751,1381.234841,0.05,31.82,5.54138967,359.89,-0.2
2016,2016,240,17,16,24,751,1386.7837,359.94,31.62,5.55510568,-0.06,-0.2
2016,2016,240,17,16,25,751,1392.346649,359.88,31.42,5.56862863,-0.1,-0.19
2016,2016,240,17,16,26,751,1397.92144,359.78,31.23,5.58200993,-0.06,-0.2
2016,2016,240,17,16,27,751,1403.51032,359.72,31.03,5.59520702,-0.09,-0.18
2016,2016,240,17,16,28,751,1409.112242,359.63,30.85,5.60825787,-0.07,-0.2
2016,2016,240,17,16,29,751,1414.727955,359.56,30.65,5.6211395,-0.07,-0.19
2016,2016,240,17,16,30,751,1420.355809,359.49,30.46,5.63385518,-0.09,-0.21
2016,2016,240,17,16,31,751,1425.996404,359.4,30.25,5.64642195,-0.06,-0.17
2016,2016,240,17,16,32,751,1431.64944,359.34,30.08,5.65885388,-0.09,-0.19
2016,2016,240,17,16,33,751,1437.314918,359.25,29.89,5.67110992,-0.05,-0.19
2016,2016,240,17,16,34,751,1442.992238,359.2,29.7,5.68322027,-0.1,-0.2
2016,2016,240,17,16,35,751,1448.682448,359.1,29.5,5.69517178,-0.07,-0.19
2016,2016,240,17,16,36,751,1454.383901,359.03,29.31,5.70697239,-0.08,-0.21
2016,2016,240,17,16,37,751,1460.096746,358.95,29.1,5.71865588,-0.06,-0.16
2016,2016,240,17,16,38,751,1465.821433,358.89,28.94,5.73018274,-0.07,-0.19
2016,2016,240,17,16,39,751,1471.557962,358.82,28.75,5.74157529,-0.09,-0.19
2016,2016,240,17,16,40,751,1477.305133,358.73,28.56,5.75284346,-0.04,-0.18
2016,2016,240,17,16,41,751,1483.063847,358.69,28.38,5.76394087,-0.08,-0.17
2016,2016,240,17,16,42,751,1488.833353,358.61,28.21,5.77489724,-0.07,-0.18
2016,2016,240,17,16,43,751,1494.613801,358.54,28.03,5.78575161,-0.05,-0.19
2016,2016,240,17,16,44,751,1500.405191,358.49,27.84,5.79647693,-0.08,-0.15
2016,2016,240,17,16,45,751,1506.207974,358.41,27.69,5.80705748,-0.05,-0.18
2016,2016,240,17,16,46,751,1512.02095,358.36,27.51,5.81749913,-0.07,-0.17
2016,2016,240,17,16,47,751,1517.84277,358.29,27.34,5.82783817,-0.08,-0.17
2016,2016,240,17,16,48,751,1523.675682,358.21,27.17,5.83803358,-0.04,-0.17
2016,2016,240,17,16,49,751,1529.519836,358.17,27,5.84809993,-0.05,-0.17
2016,2016,240,17,16,50,751,1535.373134,358.12,26.83,5.85807362,-0.09,-0.19
2016,2016,240,17,16,51,751,1541.236475,358.03,26.64,5.86791093,-0.03,-0.15
2016,2016,240,17,16,52,751,1547.109259,358,26.49,5.87761712,-0.06,-0.17
2016,2016,240,17,16,53,751,1552.991187,357.94,26.32,5.88722858,-0.08,-0.17
2016,2016,240,17,16,54,751,1558.884207,357.86,26.15,5.89672498,-0.03,-0.16
2016,2016,240,17,16,55,751,1564.785772,357.83,25.99,5.9060808,-0.07,-0.16
2016,2016,240,17,16,56,751,1570.69558,357.76,25.83,5.91535861,-0.07,-0.17
2016,2016,240,17,16,57,751,1576.616482,357.69,25.66,5.92450784,-0.04,-0.16
2016,2016,240,17,16,58,751,1582.545477,357.65,25.5,5.93353528,-0.06,-0.17
2016,2016,240,17,16,59,751,1588.482417,357.59,25.33,5.94249404,-0.07,-0.15
2016,2016,240,17,17,0,751,1594.4288,357.52,25.18,5.95133413,-0.03,-0.17
2016,2016,240,17,17,1,751,1600.385227,357.49,25.01,5.96004718,-0.07,-0.15
2016,2016,240,17,17,2,751,1606.349298,357.42,24.86,5.96867488,-0.06,-0.16
2016,2016,240,17,17,3,751,1612.322513,357.36,24.7,5.977187,-0.03,-0.15
2016,2016,240,17,17,4,751,1618.303972,357.33,24.55,5.98561017,-0.05,-0.16
2016,2016,240,17,17,5,751,1624.293375,357.28,24.39,5.99391622,-0.07,-0.16
2016,2016,240,17,17,6,751,1630.291473,357.21,24.23,6.00213999,-0.05,-0.15
2016,2016,240,17,17,7,751,1636.299614,357.16,24.08,6.01026702,-0.03,-0.16
2016,2016,240,17,17,8,751,1642.31375,357.13,23.92,6.01828259,-0.06,-0.15
2016,2016,240,17,17,9,751,1648.335981,357.07,23.77,6.02622428,-0.06,-0.14
2016,2016,240,17,17,10,751,1654.367356,357.01,23.63,6.03407443,-0.05,-0.15
2016,2016,240,17,17,11,751,1660.405476,356.96,23.48,6.04181518,-0.04,-0.14
2016,2016,240,17,17,12,751,1666.45094,356.92,23.34,6.04949511,-0.06,-0.16
2016,2016,240,17,17,13,751,1672.505099,356.86,23.18,6.05706151,-0.04,-0.14
2016,2016,240,17,17,14,751,1678.565254,356.82,23.04,6.0645493,-0.04,-0.16
2016,2016,240,17,17,15,751,1684.634552,356.78,22.88,6.07193308,-0.06,-0.15
2016,2016,240,17,17,16,751,1690.710596,356.72,22.73,6.07922833,-0.05,-0.15
2016,2016,240,17,17,17,751,1696.793385,356.67,22.58,6.08646681,-0.03,-0.14
2016,2016,240,17,17,18,751,1702.884718,356.64,22.44,6.09360176,-0.04,-0.15
2016,2016,240,17,17,19,751,1708.982496,356.6,22.29,6.10065184,-0.06,-0.14
2016,2016,240,17,17,20,751,1715.086271,356.54,22.15,6.10763529,-0.06,-0.15
2016,2016,240,17,17,21,751,1721.196791,356.48,22,6.11451987,-0.02,-0.14
2016,2016,240,17,17,22,751,1727.315855,356.46,21.86,6.12133942,-0.05,-0.14
2016,2016,240,17,17,23,751,1733.442413,356.41,21.72,6.12806937,-0.05,-0.14
2016,2016,240,17,17,24,751,1739.575118,356.36,21.58,6.13472391,-0.05,-0.13
2016,2016,240,17,17,25,751,1745.712918,356.31,21.45,6.14129723,-0.03,-0.13
2016,2016,240,17,17,26,751,1751.858214,356.28,21.32,6.14780965,-0.04,-0.13
2016,2016,240,17,17,27,751,1758.009356,356.24,21.19,6.15424353,-0.05,-0.13
2016,2016,240,17,17,28,751,1764.166943,356.19,21.06,6.16059459,-0.05,-0.13
2016,2016,240,17,17,29,751,1770.331575,356.14,20.93,6.16687797,-0.03,-0.13
2016,2016,240,17,17,30,751,1776.502054,356.11,20.8,6.17308226,-0.04,-0.13
2016,2016,240,17,17,31,751,1782.678078,356.07,20.67,6.17923246,-0.05,-0.13
2016,2016,240,17,17,32,751,1788.861297,356.02,20.54,6.18528998,-0.05,-0.13
2016,2016,240,17,17,33,751,1795.049613,355.97,20.41,6.19129127,-0.03,-0.14
2016,2016,240,17,17,34,751,1801.243775,355.94,20.27,6.1972426,-0.02,-0.14
2016,2016,240,17,17,35,751,1807.444682,355.92,20.13,6.20307993,-0.06,-0.13
2016,2016,240,17,17,36,751,1813.650536,355.86,20,6.20889022,-0.04,-0.15
2016,2016,240,17,17,37,751,1819.862536,355.82,19.85,6.21462608,-0.03,-0.12
2016,2016,240,17,17,38,751,1826.080981,355.79,19.73,6.2202958,-0.03,-0.13
2016,2016,240,17,17,39,751,1832.304223,355.76,19.6,6.22588229,-0.04,-0.13
2016,2016,240,17,17,40,751,1838.53301,355.72,19.47,6.23141776,-0.04,-0.13
2016,2016,240,17,17,41,751,1844.767494,355.68,19.34,6.23689233,-0.04,-0.12
2016,2016,240,17,17,42,751,1851.007225,355.64,19.22,6.24229974,-0.04,-0.14
